x,y,time
0.0511660068114587,0.0239364718979332,1
0.0515254609983574,0.0242096342618154,2
0.0519660383073205,0.0244840031272455,3
0.052421869423459,0.0247141487913207,4
0.0528079954314312,0.0249059277493803,5
0.0531556151765648,0.0250909213997461,6
0.053548588129618,0.0251639670242296,7
0.053868250355778,0.0252929054424371,8
0.0541480577033831,0.0254757813125307,9
0.0545324849883454,0.0255795310845407,10
0.054942962844908,0.0256696510072968,11
0.0552585963881571,0.0257467314637006,12
0.0557248734645885,0.0258933368536045,13
0.0560618863662443,0.0259069831174437,14
0.0564490053045787,0.0259329765530724,15
0.0568907943832167,0.0258987065719123,16
0.0573894033538055,0.025814377053466,17
0.0578378762350713,0.0256690625738604,18
0.0581586952065292,0.0255724509647443,19
0.0584432061428655,0.025550301858792,20
0.0587408366252885,0.0255070035807358,21
0.0590498372868278,0.0254052206429547,22
0.0593810251344599,0.025302880213215,23
0.0596881213637044,0.0251795899804768,24
0.0600154315655669,0.0250055290421292,25
0.0603945306704954,0.0247919973837466,26
0.0608532006803691,0.0245559963394959,27
0.0613640077708796,0.0243786366628336,28
0.0619400233667756,0.0242021291988422,29
0.0625864895431334,0.0239984670369488,30
0.0631507367481927,0.0237710249946606,31
0.0637942614948487,0.0235529354181834,32
0.0643858443347836,0.0233166282763347,33
0.0650295051161145,0.0230771300628443,34
0.0654335570926696,0.0228313505765741,35
0.0658114087790533,0.0225606317838214,36
0.0662632261317149,0.0222342714259286,37
0.0667796515294205,0.0219117376407366,38
0.0672713824922918,0.0216495886897606,39
0.0678299012228644,0.0214901528720005,40
0.0683568444506288,0.0212374147662008,41
0.0687031058963594,0.0209497446855701,42
0.069170047146858,0.0206894869511036,43
0.0696369924804353,0.0204095312924261,44
0.0701356020799087,0.0200929854896472,45
0.0707192047817485,0.0198057491537972,46
0.0710940526221697,0.0194532095102749,47
0.0713992825545567,0.0191129622377272,48
0.0716971194839106,0.0188358515590088,49
0.0720846204085146,0.0185157241285858,50
0.0724204333288097,0.0182129288640637,51
0.0727563921852708,0.0179986695331371,52
0.0730784952914426,0.0177314908875953,53
0.0734478248648886,0.0175282617542361,54
0.0737265008126694,0.017289726172412,55
0.0739469157387192,0.0170051533259007,56
0.0742935656206499,0.0167124048171793,57
0.0747537779391704,0.0163783295599734,58
0.0751704841626681,0.0160546150741738,59
0.0755833096055373,0.0156713603229261,60
0.0760571727229621,0.0152097058402968,61
0.0765545915585176,0.0146881879199469,62
0.0769934296092156,0.014210783428195,63
0.0774869270340598,0.013751429745742,64
0.0779634522233516,0.01324284490014,65
0.0783728482751493,0.0127296543777832,66
0.0787198544525606,0.0122802569285886,67
0.0790704255085835,0.0118323669239217,68
0.0793863907667172,0.0113715572688921,69
0.0797005698364419,0.0109100307687522,70
0.0800637979768094,0.0104856001265822,71
0.0802885090700671,0.00998568961370217,72
0.0804605491338135,0.00955582643914411,73
0.0806105723343126,0.00914215790189574,74
0.0808372319495526,0.00874319501624493,75
0.0811239567042788,0.00835272094239127,76
0.0814137143810669,0.00787886222026085,77
0.081815154096416,0.00737150120493256,78
0.082271471617415,0.00686819435538439,79
0.0828709043467416,0.00641456550723186,80
0.083397610971691,0.00602305287084837,81
0.083917241048492,0.00556676918120806,82
0.0843266084811348,0.00507623435252081,83
0.0846618079976043,0.00468149939911055,84
0.0850439856111547,0.00436234577914619,85
0.085518365614758,0.00402621280694563,86
0.0860532112505377,0.0037431562319092,87
0.0866542881416187,0.00347470109178611,88
0.0872601401408267,0.00326807866723455,89
0.0878611438367894,0.0030696941038151,90
0.0885589430852382,0.00291530848406269,91
