x,y,time,TAG,res_time
651330.407184664,5902832.35901907,2020-08-21T18:01:30Z,31001001060,10.03787804842
651331.69093379,5902834.90307388,2020-08-21T18:02:00Z,31001001060,9.94900966087977
651329.570188635,5902832.99229155,2020-08-21T18:02:30Z,31001001060,10.0392082015673
651332.216871768,5902833.4627505,2020-08-21T18:03:00Z,31001001060,9.97381087144216
651329.879558121,5902834.19619787,2020-08-21T18:03:30Z,31001001060,10.0030188163122
651332.06996189,5902833.0062945,2020-08-21T18:04:00Z,31001001060,9.98798609177272
651330.220243313,5902833.19429923,2020-08-21T18:04:30Z,31001001060,10.0210776766141
651330.418739069,5902833.23955439,2020-08-21T18:05:00Z,31001001060,10.0159411032995
651330.565989821,5902832.46325958,2020-08-21T18:05:30Z,31001001060,10.032078786691
651332.76795026,5902833.92574225,2020-08-21T18:06:00Z,31001001060,9.95117676655451
651329.137328088,5902832.35695188,2020-08-21T18:06:30Z,31001001060,10.0636911829313
651330.38003353,5902832.58678202,2020-08-21T18:07:00Z,31001001060,10.0328301032384
651331.883347324,5902833.29443583,2020-08-21T18:07:30Z,31001001060,9.98476638793945
651329.929018559,5902831.40687245,2020-08-21T18:08:00Z,31001001060,10.0709937294324
651306.853711806,5902810.16896356,2020-08-21T18:08:30Z,31001001060,11.2355340202649
651281.319240638,5902782.95636805,2020-08-21T18:09:00Z,31001001060,12.6343667944272
651261.405382741,5902755.22994517,2020-08-21T18:09:30Z,31001001060,6.71709545850754
651236.087928022,5902731.11963766,2020-08-21T18:10:00Z,31001001060,6.48311537106832
651198.440035595,5902705.71535793,2020-08-21T18:10:30Z,31001001060,5.97282230059306
651162.551899557,5902700.20815207,2020-08-21T18:11:00Z,31001001060,5.13915903965632
651127.437833944,5902698.65437728,2020-08-21T18:11:30Z,31001001060,3.48418933153152
651089.281414504,5902692.55203217,2020-08-21T18:12:00Z,31001001060,2.97852836052577
651057.736848739,5902679.50885533,2020-08-21T18:12:30Z,31001001060,3.10465919574102
651034.533868772,5902665.5575288,2020-08-21T18:13:00Z,31001001060,3.10448401371638
651004.439779728,5902653.19152458,2020-08-21T18:13:30Z,31001001060,3.05056170225143
650978.239611178,5902643.16419643,2020-08-21T18:14:00Z,31001001060,3.11366116603216
650943.842068575,5902645.15286516,2020-08-21T18:14:30Z,31001001060,3.24304609298706
650906.704184329,5902620.29373847,2020-08-21T18:15:00Z,31001001060,3.41613051096598
650879.557107849,5902609.9841679,2020-08-21T18:15:30Z,31001001060,3.88805963993073
650860.318019017,5902601.85513432,2020-08-21T18:16:00Z,31001001060,4.00953176816305
650831.210481645,5902597.88188181,2020-08-21T18:16:30Z,31001001060,4.17911509672801
650808.29434135,5902596.38204902,2020-08-21T18:17:00Z,31001001060,4.29521142244339
650797.022232588,5902599.09334686,2020-08-21T18:17:30Z,31001001060,4.30654434363047
650778.53876673,5902597.75607203,2020-08-21T18:18:00Z,31001001060,4.26155609289805
650756.366369485,5902604.6091625,2020-08-21T18:18:30Z,31001001060,4.1296976963679
650727.728934102,5902606.83853882,2020-08-21T18:19:00Z,31001001060,4.31657050450643
650698.373810315,5902610.32016926,2020-08-21T18:19:30Z,31001001060,4.09107013146083
650667.931122696,5902615.51484054,2020-08-21T18:20:00Z,31001001060,3.82958511511485
650641.673240256,5902625.96383111,2020-08-21T18:20:30Z,31001001060,3.69892100890478
650631.782181299,5902644.60452775,2020-08-21T18:21:00Z,31001001060,3.96239992380142
650627.943922631,5902677.7469799,2020-08-21T18:21:30Z,31001001060,4.12864323854446
650613.740218207,5902692.99931272,2020-08-21T18:22:00Z,31001001060,4.08779425621033
650585.56247827,5902709.38003273,2020-08-21T18:22:30Z,31001001060,14.3019091645877
650564.749845206,5902717.88724562,2020-08-21T18:23:00Z,31001001060,14.1847664276759
650546.431191704,5902728.57671583,2020-08-21T18:23:30Z,31001001060,14.0192329406738
650527.66496132,5902747.30720137,2020-08-21T18:24:00Z,31001001060,13.6366971214612
650525.969932862,5902748.56846934,2020-08-21T18:24:30Z,31001001060,13.6241762638092
650517.895933772,5902752.00926175,2020-08-21T18:25:00Z,31001001060,13.5921505649885
650521.239095563,5902748.03919535,2020-08-21T18:25:30Z,31001001060,13.6372736612956
650528.685730431,5902745.85199099,2020-08-21T18:26:00Z,31001001060,13.6521250883738
650525.893163297,5902742.90813761,2020-08-21T18:26:30Z,31001001060,13.6892602960269
650525.987129219,5902747.34865182,2020-08-21T18:27:00Z,31001001060,13.6388338843981
650527.275005866,5902746.86141508,2020-08-21T18:27:30Z,31001001060,13.6426028211912
650525.47373156,5902747.1721126,2020-08-21T18:28:00Z,31001001060,13.6417011102041
650527.112150835,5902747.23815903,2020-08-21T18:28:30Z,31001001060,13.6384009043376
650526.070933971,5902747.31611922,2020-08-21T18:29:00Z,31001001060,13.6390926122665
650526.567717784,5902747.76335252,2020-08-21T18:29:30Z,31001001060,13.632984872659
650525.812532089,5902746.35138862,2020-08-21T18:30:00Z,31001001060,13.650822365284
650524.18046215,5902746.61843678,2020-08-21T18:30:30Z,31001001060,13.6500811020533
650525.61711784,5902747.11117792,2020-08-21T18:31:00Z,31001001060,13.6422071496646
650527.54164868,5902746.75168101,2020-08-21T18:31:30Z,31001001060,13.6434723893801
650526.624204227,5902746.9277758,2020-08-21T18:32:00Z,31001001060,13.6428383787473
650526.096176075,5902747.07880838,2020-08-21T18:32:30Z,31001001060,13.6418659925461
650527.440830815,5902747.71141154,2020-08-21T18:33:00Z,31001001060,13.6322235703468
650525.743368138,5902745.35822785,2020-08-21T18:33:30Z,31001001060,13.6623503446579
650526.427124262,5902747.13366118,2020-08-21T18:34:00Z,31001001060,13.6407099167506
650508.506973537,5902743.95873632,2020-08-21T18:34:30Z,31001001060,13.6948503692945
650477.695713248,5902731.02529996,2020-08-21T18:35:00Z,31001001060,13.6846139033635
650441.133026494,5902726.02031552,2020-08-21T18:35:30Z,31001001060,14.4187521417936
650409.477547825,5902715.73861776,2020-08-21T18:36:00Z,31001001060,4.17419992287954
650374.025966608,5902706.9062803,2020-08-21T18:36:30Z,31001001060,4.88984872897466
650351.834243086,5902702.49663387,2020-08-21T18:37:00Z,31001001060,5.0893922607104
650347.542881565,5902702.45500286,2020-08-21T18:38:00Z,31001001060,5.12136357227961
