time_agg,TAG,NBS,SD,x,y,Long,Lat,time,speed_in,angle,VARX,VARY,count,speed_smooth
1598030430,31001001060,5.06666666666667,4.66896685914993,651098.563957685,5901931.25673141,5.2645051726384,53.2451161193583,1598030444.5,1.35270103694688,114.85363234227,0.0957139,0.362744377777778,30,1.28515077625541
1598030460,31001001060,5.16666666666667,4.72712272952514,651133.968640194,5901949.35959147,5.26504422108291,53.2452700091848,1598030474.5,1.32547898498931,123.844136755731,0.0984231111111111,0.369149166666667,30,1.28515077625541
1598030490,31001001060,4.9,4.48811595313322,651167.056953241,5901963.8384919,5.26554665452891,53.2453922095196,1598030504.5,1.20391722581883,101.372341666723,0.0923699222222222,0.327463333333333,30,1.20391722581883
1598030520,31001001060,4.93333333333333,4.5665345874363,651200.186549216,5901975.3612282,5.26605000551421,53.2454864186245,1598030534.5,1.16920846031162,126.038260261741,0.0991218555555556,0.335126833333333,30,1.20339404543507
1598030550,31001001060,5.33333333333333,4.69429865129636,651231.007686784,5901990.80249425,5.2665170885386,53.2456157153947,1598030564.5,1.14909395139258,138.974224345293,0.0943529,0.385261577777778,30,1.20339404543507
1598030580,31001001060,5.16666666666667,4.21731639770896,651261.068377068,5902010.79490294,5.26697629809366,53.2457855903019,1598030594.5,1.20339404543507,96.5361059556268,0.0832563444444445,0.290532977777778,30,1.20339404543507
1598030610,31001001060,5.13333333333333,4.10496817235114,651291.882040856,5902031.09832869,5.26744637891623,53.2459600333742,1598030624.5,1.2300456057918,111.578545113832,0.0809151333333333,0.290583311111111,30,1.2300456057918
1598030640,31001001060,5.2,4.35373938777124,651323.411915961,5902051.06189313,5.26792897777338,53.2461279485736,1598030654.5,1.24395289713771,105.676031782693,0.0981101555555555,0.400340188888889,30,1.24395289713771
1598030670,31001001060,5.1,3.74855719645908,651356.067017838,5902071.44124833,5.2684277065725,53.2463029296818,1598030684.5,1.28308387058505,104.228560986027,0.0810337888888889,0.212397777777778,30,1.24395289713771
1598030700,31001001060,5.06666666666667,3.41894243460799,651390.265783108,5902090.01245349,5.26894891535744,53.2464602222468,1598030714.5,1.29719578200727,92.1723726714851,0.0669198888888889,0.182244633333333,30,1.24395289713771
1598030730,31001001060,4.73333333333333,3.41806058425702,651422.252572881,5902106.08972852,5.26943456593942,53.2465957411838,1598030744.5,1.19333030370149,133.924996720445,0.0730826666666667,0.175627911111111,30,1.28308387058505
1598030760,31001001060,5.2,3.47988102000075,651453.840586273,5902122.72810667,5.26991767153152,53.246736577542,1598030774.5,1.19006919381564,126.926620403736,0.0763392777777778,0.181622077777778,30,1.29719578200727
1598030790,31001001060,4.93333333333333,3.41432447752727,651489.777397632,5902143.17652495,5.27046331433367,53.2469076238213,1598030804.5,1.37824051308846,137.769425821333,0.0827073666666667,0.160357444444444,30,1.329666511769
1598030820,31001001060,5.16666666666667,3.28735708994763,651524.518089158,5902162.78331246,5.27099573431182,53.2470790796596,1598030834.5,1.32972084135834,108.339738857902,0.0705380666666667,0.156234855555556,30,1.329666511769
1598030850,31001001060,5.03333333333333,3.27956352516878,651557.421869651,5902185.33443125,5.27149642463215,53.2472683368385,1598030864.5,1.329666511769,83.855708962402,0.0722745444444444,0.153925755555556,30,1.329666511769
1598030880,31001001060,5.1,3.41605897887367,651588.729209034,5902207.50038729,5.27197704922053,53.2474614869309,1598030894.5,1.2786621074353,130.201994395659,0.0760794444444445,0.170703455555556,30,1.31894284552183
1598030910,31001001060,5.1,3.02687503115745,651621.687053872,5902229.39626979,5.27248043930261,53.2476458396956,1598030924.5,1.31894284552183,114.512262699168,0.0686252111111111,0.124686122222222,30,1.31894284552183
1598030940,31001001060,5,2.8534405253304,651654.776442009,5902250.1402603,5.27298584360776,53.2478229813487,1598030954.5,1.30180248950397,107.631257707072,0.066625,0.106559811111111,30,1.31894284552183
1598030970,31001001060,4.9,2.91308881803811,651688.946963741,5902270.50601305,5.27350722882897,53.247995790585,1598030984.5,1.32597487844205,93.506226555244,0.0747838222222222,0.106191511111111,30,1.32597487844205
1598031000,31001001060,4.93333333333333,2.97148809112245,651724.432376033,5902290.62578345,5.27404814036618,53.2481655648717,1598031014.5,1.35974656402378,70.8130022998147,0.0783432888888889,0.105700411111111,30,1.33604772576839
1598031030,31001001060,4.93333333333333,3.13275074411275,651758.78687986,5902311.81676959,5.27457283175012,53.2483480261486,1598031044.5,1.34548208079895,99.648828770196,0.0963014888888889,0.109333977777778,30,1.33604772576839
1598031060,31001001060,4.93333333333333,2.84748677079232,651791.372556623,5902335.15546799,5.27507190318759,53.2485477928307,1598031074.5,1.33604772576839,85.8967973599432,0.0781004555555555,0.0962969555555556,30,1.33604772576839
1598031090,31001001060,4.9,2.69780997448472,651823.400400078,5902356.91017149,5.2755618759679,53.2487335961888,1598031104.5,1.29058551776515,85.383690872124,0.0766791333333333,0.0801213888888889,30,1.29058551776515
1598031120,31001001060,4.53333333333333,2.44180207755791,651851.489646945,5902373.77662987,5.27599092575597,53.2488771757437,1598031134.5,1.09213511975189,155.901156798232,0.0647332777777778,0.0717720666666667,30,1.09213511975189
1598031150,31001001060,4.82142857142857,2.80060117226992,651856.083013148,5902375.95511717,5.27606504022324,53.2488965182961,1598031163.5,0.175302761678199,155.028188571524,0.164489426020408,0.107055484693878,28,0.175302761678199
1598031180,31001001060,4.23076923076923,3.65277132718417,651856.254153458,5902375.58374466,5.2760640620297,53.2488934489181,1598031196.03846,0.0125669422908747,148.535725029704,0.308982603550296,0.184568461538462,26,0.0392450328124553
1598031210,31001001060,4.33333333333333,2.74089994159647,651857.085827393,5902376.32936482,5.27607670772399,53.2489005310712,1598031224.5,0.0392450328124553,137.55376731882,0.0890246444444444,0.0794568333333333,30,0.0243715986225029
1598031240,31001001060,4.5,2.87189359762047,651857.302997605,5902376.88570994,5.27607463327476,53.2489032099289,1598031254.5,0.0199076422091354,110.230990230248,0.130575344444444,0.0827251222222222,30,0.0199076422091354
1598031270,31001001060,4.33333333333333,2.52297055258836,651857.300668367,5902376.15456569,5.27607558107636,53.2489016322065,1598031284.5,0.0243715986225029,138.189249866962,0.0728617,0.0697706555555556,30,0.0199076422091354
1598031300,31001001060,4.03333333333333,2.3141926529688,651857.311442793,5902376.74858171,5.27607846793203,53.248901765109,1598031314.5,0.0198037909277339,178.872634522992,0.062977,0.0609069111111111,30,0.0198037909277339
1598031330,31001001060,4,2.50953128681311,651857.006565396,5902376.3113152,5.27607422798343,53.248897851196,1598031344.5,0.0177686436109038,,0.0731243,0.0662056777777778,30,0.0198037909277339
1598031360,31001001060,4,2.41403923904272,651857.42532483,5902376.70431552,5.27608118018819,53.2489021468767,1598031374.5,0.0191429914790557,164.607388498129,0.0671117222222222,0.0643851777777778,30,0.0191429914790557
1598031390,31001001060,4,2.40952889012012,651856.872962474,5902376.20484633,5.27607286809127,53.2488983547455,1598031404.5,0.0248232338114542,170.885761622386,0.0630801444444445,0.0698170444444444,30,0.0177686436109038
