x,y,time,in_speed,out_speed,angle,speed_in,speed_out
0.73432620302815,0.922420992845306,5002,0.0176930946220681,0.0167754512515621,169.33157454997,0.0176930946220681,0.0167754512515621
0.717655396859739,0.924291817900945,5003,0.0167754512515621,0.0258465843988075,158.926320403985,0.0167754512515621,0.0258465843988075
0.74058644539305,0.912366511269767,5004,0.0258465843988075,0.0265676631645443,156.68178046242,0.0258465843988075,0.0265676631645443
0.714088727775522,0.914293085194233,5005,0.0265676631645443,0.016255829078327,168.644238652606,0.0265676631645443,0.016255829078327
0.729752258216919,0.909945005947576,5006,0.016255829078327,0.0134751616899592,178.6584192456,0.016255829078327,0.0134751616899592
0.716687250512826,0.913244332585321,5007,0.0134751616899592,0.00481236770022794,120.50343754032,0.0134751616899592,0.00481236770022794
0.720070818167005,0.916666371862096,5008,0.00481236770022794,0.0102750747381091,51.3196590170229,0.00481236770022794,0.0102750747381091
0.730289684172305,0.915593087911106,5009,0.0102750747381091,0.00785684635269207,118.907015623488,0.0102750747381091,0.00785684635269207
0.725794108288082,0.909149499463742,5010,0.00785684635269207,0.00936072583666748,112.181874112179,0.00785684635269207,0.00936072583666748
0.720707497555924,0.917007589527412,5011,0.00936072583666748,0.0124385884247042,111.416199224682,0.00936072583666748,0.0124385884247042
0.732896414967364,0.919487261750969,5012,0.0124385884247042,0.017334475088144,14.6923266117272,0.0124385884247042,0.017334475088144
0.750203976426249,0.918521682687192,5013,0.017334475088144,0.0150948568278231,120.426983061346,0.017334475088144,0.0150948568278231
0.741846184241087,0.905951797546821,5014,0.0150948568278231,0.0211737230531997,96.9527481594148,0.0150948568278231,0.0211737230531997
0.725763073114302,0.919723510745152,5015,0.0211737230531997,0.0073201234318982,177.375912324815,0.0211737230531997,0.0073201234318982
0.731535431478905,0.915221945909584,5016,0.0073201234318982,0.0132878683014468,120.989208592017,0.0073201234318982,0.0132878683014468
0.719135294479154,0.910446587662918,5017,0.0132878683014468,0.00931007318450661,176.268216023338,0.0132878683014468,0.00931007318450661
0.736910161692945,0.915993113272304,5019,0.00931007318450661,0.00434042744273394,139.911813145641,0.00931007318450661,0.00434042744273394
0.732907650038582,0.91767216384996,5020,0.00434042744273394,0.00443310480079101,15.85811199814,0.00434042744273394,0.00443310480079101
0.729443866336471,0.920438862358975,5021,0.00443310480079101,0.00526042412887139,72.3700373414052,0.00443310480079101,0.00526042412887139
0.731327847524374,0.925350346543948,5022,0.00526042412887139,0.0165034257782167,118.09032890563,0.00526042412887139,0.0165034257782167
0.742138431483202,0.91288060970285,5023,0.0165034257782167,0.0209449127149976,137.624384226365,0.0165034257782167,0.0209449127149976
0.721336596213984,0.915324585576542,5024,0.0209449127149976,0.00812198339122198,170.355014702959,0.0209449127149976,0.00812198339122198
0.729130291782133,0.913038776398526,5025,0.00812198339122198,0.0177361723844425,93.7707681463979,0.00812198339122198,0.0177361723844425
0.732991792726836,0.930349484682843,5026,0.0177361723844425,0.0118052730197197,116.997707552986,0.0177361723844425,0.0118052730197197
0.751191173944286,0.915308194592481,5028,0.0118052730197197,0.0248969111942937,166.739956444915,0.0118052730197197,0.0248969111942937
0.728873887271771,0.926344267380993,5029,0.0248969111942937,0.00426831846042784,149.036798659929,0.0248969111942937,0.00426831846042784
0.733488736823419,0.919162531272351,5031,0.00426831846042784,0.0133527451522408,93.5327263236776,0.00426831846042784,0.0133527451522408
0.744256053174091,0.927059410510711,5032,0.0133527451522408,0.00810743060350554,160.457302740608,0.0133527451522408,0.00810743060350554
0.728726239228674,0.922396085218244,5034,0.00810743060350554,0.00352126129178318,134.474149438919,0.00810743060350554,0.00352126129178318
0.7348969512259,0.919002055491307,5036,0.00352126129178318,0.00995463268395479,160.10476157774,0.00352126129178318,0.00995463268395479
0.728327792974934,0.926481418548829,5037,0.00995463268395479,0.0167873724748353,73.6595833594431,0.00995463268395479,0.0167873724748353
0.713107398341756,0.919399366457861,5038,0.0167873724748353,0.019598394654727,164.898473834478,0.0167873724748353,0.019598394654727
0.751726265528284,0.926105437543007,5040,0.019598394654727,0.00808861769405465,161.132049081085,0.019598394654727,0.00808861769405465
0.743737605946491,0.927373133992004,5041,0.00808861769405465,0.0196546496548225,2.05840366725812,0.00808861769405465,0.0196546496548225
0.724449013908646,0.931148775692616,5042,0.0196546496548225,0.00889312059995016,146.380141058474,0.0196546496548225,0.00889312059995016
0.730770766308549,0.924893934319761,5043,0.00889312059995016,0.00592759847337575,94.3191472389177,0.00889312059995016,0.00592759847337575
0.726296179119469,0.921006198069848,5044,0.00592759847337575,0.00882438277171042,150.392263896594,0.00592759847337575,0.00882438277171042
0.734947137989886,0.922747071966491,5045,0.00882438277171042,0.0064284330182471,89.7835915268536,0.00882438277171042,0.0064284330182471
0.736239133179941,0.916449810696783,5046,0.0064284330182471,0.0137595457106631,159.916126824014,0.0064284330182471,0.0137595457106631
0.729013331576567,0.928159332008626,5047,0.0137595457106631,0.00627978246317219,54.9290029566924,0.0137595457106631,0.00627978246317219
0.722744555677291,0.928530972304371,5048,0.00627978246317219,0.00981494388924352,164.51647821858,0.00627978246317219,0.00981494388924352
0.73234177531298,0.930586817340687,5049,0.00981494388924352,0.0161407602246457,120.873132337387,0.00981494388924352,0.0161407602246457
0.727144860489922,0.915305579925105,5050,0.0161407602246457,0.00360299643090342,131.076696888356,0.0161407602246457,0.00360299643090342
0.725335693294832,0.918421426092892,5051,0.00360299643090342,0.0105136561629037,11.0474799727961,0.00360299643090342,0.0105136561629037
0.721896574197703,0.928356687828122,5052,0.0105136561629037,0.0122176883175476,104.953500489665,0.0105136561629037,0.00140933747162699
0.7160578359062,0.924411445391131,5057,0.0218123157248732,0.0171216244371478,174.383756498753,0.00140933747162699,0.0171216244371478
