x,y,time,TAG,res_time
649330.339681657,5901968.19183415,1598267831,31001001060,4.17572812239329
649323.772775397,5901968.65801169,1598267832,31001001060,3.96034498612086
649323.312025241,5901972.09826738,1598267833,31001001060,4.0708790063858
649319.387200745,5901973.62599321,1598267834,31001001060,3.97993831237157
649315.377827484,5901973.62599321,1598267835,31001001060,3.95695983966192
649312.583210185,5901978.56257016,1598267836,31001001060,3.93156569798787
649309.674535835,5901979.70805178,1598267837,31001001060,3.94125357866287
649304.697507952,5901979.70805178,1598267838,31001001060,3.92788299719493
649297.951858925,5901979.80130412,1598267839,31001001060,3.87194562753042
649292.69430908,5901980.01097427,1598267840,31001001060,3.86979386806488
649289.934552952,5901980.01097427,1598267841,31001001060,3.84321060975393
649286.420165187,5901980.01097427,1598267842,31001001060,3.83094262282054
649281.828436227,5901980.01097427,1598267843,31001001060,3.83644622166952
649276.535004345,5901980.01097427,1598267844,31001001060,3.84398758411407
649269.290816075,5901990.63681333,1598267845,31001001060,3.81004772583644
649260.893447544,5901990.98939516,1598267846,31001001060,3.80083124240239
649260.893447544,5901990.98939516,1598267847,31001001060,3.80083124240239
649255.180162778,5901990.98939516,1598267848,31001001060,3.79353311459223
649250.250938417,5901990.7134749,1598267849,31001001060,3.78986946344376
649245.00718602,5901990.7134749,1598267850,31001001060,3.81393703222275
649241.417214602,5901990.7134749,1598267851,31001001060,3.81882010300954
649232.544397701,5901990.7134749,1598267852,31001001060,3.83284674485525
649231.997417335,5901992.50772565,1598267853,31001001060,3.83333718379339
649229.244889621,5901992.50772565,1598267854,31001001060,3.85483804146449
649220.470783613,5901993.42759915,1598267855,31001001060,3.90558162927628
649216.923316925,5901994.86572719,1598267856,31001001060,3.91617679198583
649213.310770611,5901994.86572719,1598267857,31001001060,3.91857976913452
649208.578141365,5901994.86572719,1598267858,31001001060,3.93934733867645
649206.467107396,5901995.83233237,1598267859,31001001060,3.93493106365204
649205.926993102,5901995.83233237,1598267860,31001001060,3.93404852549235
649204.013569438,5901995.83233237,1598267861,31001001060,3.93667850891749
649197.056640616,5901995.83233237,1598267862,31001001060,3.96029105981191
649194.298917756,5901999.80014779,1598267863,31001001060,3.97677247921626
649188.993031827,5902000.28760966,1598267864,31001001060,3.97988231579463
649184.927859701,5902002.6445028,1598267865,31001001060,3.98601008256276
649184.789597782,5902002.6445028,1598267866,31001001060,3.98713025649389
649179.425060095,5902002.6445028,1598267867,31001001060,4.00129642089208
649174.365181791,5902006.00582396,1598267868,31001001060,4.0072215239207
649169.752417728,5902006.00582396,1598267869,31001001060,4.01988281408946
649169.300551138,5902006.00582396,1598267870,31001001060,4.01638620297114
649166.484463542,5902008.74031132,1598267871,31001001060,4.00945409933726
649160.403466116,5902010.77004785,1598267872,31001001060,3.98025166988373
649153.516732637,5902011.52242103,1598267873,31001001060,4.0084206700325
649146.859851936,5902011.75587802,1598267874,31001001060,4.01477058331172
649144.540632095,5902011.75587802,1598267875,31001001060,4.00625780423482
649137.968622607,5902011.75587802,1598267876,31001001060,4.0180121699969
649137.968622607,5902011.75587802,1598267877,31001001060,4.0180121699969
649130.690412404,5902014.16837737,1598267878,31001001060,4.03053615490596
649125.109906879,5902014.16837737,1598267879,31001001060,4.02085385719935
649119.189947172,5902015.81998555,1598267880,31001001060,4.02868020534515
649116.365578652,5902015.81998555,1598267881,31001001060,4.02896006504695
649110.814665782,5902016.01680419,1598267882,31001001060,4.04332391421
649107.415876989,5902016.01680419,1598267883,31001001060,4.04246453841527
649107.415876989,5902016.66364486,1598267884,31001001060,4.04237650632858
649104.869404373,5902016.66364486,1598267885,31001001060,4.0448281009992
649102.034289554,5902020.84162961,1598267886,31001001060,4.05091435511907
649093.582610212,5902022.98356617,1598267889,31001001060,4.05553064743678
649087.317838126,5902023.30454278,1598267890,31001001060,4.04741736253103
649087.317838126,5902023.30454278,1598267891,31001001060,4.04741736253103
649082.450477724,5902023.30454278,1598267892,31001001060,4.04990453322728
649077.849667638,5902023.30454278,1598267893,31001001060,4.04784537553787
649068.745887664,5902023.30454278,1598267896,31001001060,4.07835844755173
649064.716428515,5902023.30454278,1598267897,31001001060,4.10627771218618
649059.113441797,5902024.80375683,1598267898,31001001060,4.10152188936869
649058.765316194,5902024.80375683,1598267899,31001001060,4.10106290181478
649053.765409737,5902024.80375683,1598267900,31001001060,4.07400195995967
649050.6072922,5902024.80375683,1598267901,31001001060,4.06030903657277
649046.155766219,5902024.80375683,1598267902,31001001060,4.062673052152
649046.155766219,5902027.08296944,1598267903,31001001060,4.0621056675911
649035.590449239,5902027.08296944,1598267904,31001001060,4.10092951059341
649030.604416872,5902029.22740897,1598267905,31001001060,4.1314702630043
649024.150161728,5902029.22740897,1598267906,31001001060,4.12367466290792
649019.188994491,5902030.43361881,1598267907,31001001060,4.11329333782196
649015.603989426,5902030.43361881,1598267908,31001001060,4.10644363562266
649011.564132374,5902030.58171624,1598267909,31001001060,4.09821890989939
649004.413842896,5902030.58171624,1598267910,31001001060,4.10060368776321
648999.561989153,5902036.40873805,1598267911,31001001060,4.09657202561696
648987.943939925,5902036.40873805,1598267914,31001001060,4.11692210833232
648983.876367692,5902037.73261476,1598267915,31001001060,4.11811647812525
648983.164739333,5902042.5647144,1598267916,31001001060,4.12001019716263
648973.828519932,5902043.63053091,1598267917,31001001060,4.14538577397664
648971.538900453,5902043.63053091,1598267918,31001001060,4.14196288188299
648967.077831207,5902044.44709765,1598267919,31001001060,4.13791696230571
648961.868006055,5902045.43314237,1598267920,31001001060,4.14420401652654
648956.309815954,5902045.43314237,1598267921,31001001060,4.14088302055995
648955.613099375,5902045.43314237,1598267922,31001001060,4.1391820192337
648951.34902359,5902047.49743029,1598267923,31001001060,4.13502427736918
648949.634368702,5902048.16445434,1598267924,31001001060,4.13580112457275
648942.989825818,5902051.59361668,1598267925,31001001060,4.13359938462575
648941.338841589,5902051.69281426,1598267926,31001001060,4.1306590239207
648936.142804969,5902052.17831503,1598267927,31001001060,4.14174137910207
648931.627398283,5902054.69178425,1598267928,31001001060,4.15961401065191
648927.849078546,5902054.69178425,1598267929,31001001060,4.18102372487386
648927.486474475,5902057.50795415,1598267930,31001001060,4.18366798559825
648922.915110996,5902057.50795415,1598267931,31001001060,4.20716083447138
648919.18676241,5902058.46468569,1598267932,31001001060,4.20940276781718
648909.511927254,5902058.46468569,1598267933,31001001060,4.24459873437881
648906.247970019,5902058.46468569,1598267934,31001001060,4.24729065895081
648905.114314064,5902058.46774029,1598267935,31001001060,4.23370477755864
648902.901965519,5902060.24687925,1598267936,31001001060,4.23362358411153
648898.012170593,5902060.43532394,1598267937,31001001060,4.2422589302063
648892.396857982,5902061.5239574,1598267938,31001001060,4.27493625084559
648886.47563799,5902061.5239574,1598267939,31001001060,4.29209775129954
648882.64251029,5902061.5239574,1598267940,31001001060,4.28476517995199
648874.999809643,5902065.64953537,1598267941,31001001060,4.30755589405696
648873.050653684,5902065.64953537,1598267942,31001001060,4.31427377065023
648867.289644487,5902065.64953537,1598267943,31001001060,4.32745498021444
648866.009224665,5902066.12758532,1598267944,31001001060,4.32946530580521
648860.869679601,5902066.42782402,1598267945,31001001060,4.37614721059799
648849.609094402,5902066.42782402,1598267946,31001001060,4.36817754507065
648847.660419347,5902068.5410544,1598267947,31001001060,4.36709274450938
648843.992013992,5902069.06971635,1598267948,31001001060,4.36989248991013
648841.237821554,5902069.57239704,1598267949,31001001060,4.37928179899852
648833.63226267,5902070.1743637,1598267950,31001001060,4.39061810175578
648833.527643189,5902072.24778012,1598267951,31001001060,4.3844248175621
648821.393144505,5902075.40458477,1598267952,31001001060,4.38274228175481
648820.986973447,5902079.51003172,1598267953,31001001060,4.38232707579931
648815.423770502,5902079.51003172,1598267954,31001001060,4.42101960976919
648812.708484113,5902079.81989842,1598267955,31001001060,4.41850057442983
648804.400946669,5902079.81989842,1598267956,31001001060,4.44823292096456
648803.58119108,5902085.58850488,1598267957,31001001060,4.44855375289917
648795.194578235,5902086.23797055,1598267958,31001001060,4.44340133666992
648793.798777835,5902086.23797055,1598267959,31001001060,4.45352985858917
648791.378286527,5902086.86015878,1598267960,31001001060,4.46658463080724
648788.151299811,5902086.86015878,1598267961,31001001060,4.4676579674085
648781.995644136,5902090.27028519,1598267962,31001001060,4.50570961634318
648778.385375452,5902089.07140502,1598267963,31001001060,4.5068488796552
648770.552219838,5902089.07140502,1598267964,31001001060,4.55220556259155
648767.692469511,5902090.27028519,1598267965,31001001060,4.55108211437861
648760.362211825,5902090.27028519,1598267966,31001001060,4.57614206075668
648760.118429802,5902091.93517235,1598267967,31001001060,4.57650655508041
648759.81666649,5902092.44689334,1598267968,31001001060,4.57709031502406
648756.636664417,5902094.47045706,1598267969,31001001060,4.58350663582484
648753.038905299,5902094.47045706,1598267970,31001001060,4.58583648999532
648749.686301862,5902094.47045706,1598267971,31001001060,4.58999814987183
648746.929118697,5902094.47045706,1598267972,31001001060,4.59767137765884
648740.428621028,5902094.47045706,1598267973,31001001060,4.59882786671321
648740.428621028,5902094.47045706,1598267974,31001001060,4.59882786671321
648738.009576692,5902096.99289714,1598267975,31001001060,4.60792548656464
648736.601051152,5902096.99289714,1598267976,31001001060,4.61661136945089
648736.175972123,5902101.36106747,1598267977,31001001060,4.62132729291916
648723.661162098,5902101.36106747,1598267980,31001001060,4.63250041802724
648720.621683371,5902101.36106747,1598267981,31001001060,4.62967596451442
648720.185499304,5902093.43399556,1598267982,31001001060,4.63322621981303
648714.958475056,5902093.43399556,1598267983,31001001060,4.6311553756396
648703.898083943,5902093.43399556,1598267988,31001001060,4.66550311247508
648695.613803562,5902092.32276424,1598267989,31001001060,4.67472956975301
648691.492632056,5902092.32276424,1598267993,31001001060,4.67565693855286
648680.534510257,5902091.53941951,1598267996,31001001060,4.72855974833171
648680.027299411,5902090.6535676,1598267997,31001001060,4.73106566270193
648673.154687004,5902085.84215709,1598267998,31001001060,4.73173966407776
648664.505466074,5902083.15703359,1598267999,31001001060,4.76173864603043
648659.570020139,5902083.15703359,1598268000,31001001060,4.77149769465129
648659.570020139,5902083.15703359,1598268001,31001001060,4.77149769465129
648658.858101675,5902083.15703359,1598268002,31001001060,4.77290525833766
648657.90046425,5902083.15703359,1598268003,31001001060,4.7747145096461
648648.777170814,5902083.15703359,1598268004,31001001060,4.85366636912028
648648.777170814,5902079.85410434,1598268005,31001001060,4.84948285023371
648643.374262221,5902079.85410434,1598268006,31001001060,4.8637838602066
648629.300705406,5902079.85410434,1598268009,31001001060,4.86062363386154
648626.417262679,5902079.85410434,1598268010,31001001060,4.92793338298798
648621.83609027,5902080.51142518,1598268011,31001001060,4.9243679523468
648616.652715383,5902081.98364548,1598268012,31001001060,4.94740874369939
648616.652715383,5902081.98364548,1598268013,31001001060,4.94740874369939
648609.438760163,5902081.98364548,1598268014,31001001060,4.93996269702911
648604.080335594,5902075.45314464,1598268015,31001001060,4.9343739549319
648598.946810642,5902074.91809464,1598268016,31001001060,4.93595861593882
648588.676641836,5902074.91809464,1598268017,31001001060,4.96972616910935
648577.024094827,5902074.91809464,1598268020,31001001060,4.97065932353338
648571.77059026,5902074.91809464,1598268021,31001001060,4.95964180231094
648571.77059026,5902077.0391199,1598268022,31001001060,4.96130256255468
648570.690355506,5902077.0391199,1598268023,31001001060,4.9741196513176
648569.183802921,5902077.0391199,1598268024,31001001060,4.97819211880366
648559.513417013,5902076.41437758,1598268025,31001001060,4.96989092429479
648550.818375336,5902075.48310119,1598268026,31001001060,4.97740760644277
648547.552688085,5902074.10633262,1598268027,31001001060,4.96050556103389
648545.927099537,5902072.30467091,1598268028,31001001060,4.96216684977214
648544.105006745,5902072.24284869,1598268029,31001001060,4.9645379225413
648542.698034349,5902072.24284869,1598268030,31001001060,4.96638058026632
648537.116241561,5902072.24284869,1598268031,31001001060,5.03366610209147
648537.116241561,5902072.24284869,1598268032,31001001060,5.03366610209147
648537.116241561,5902072.24284869,1598268033,31001001060,5.03366610209147
648530.723765951,5902073.74875472,1598268034,31001001060,5.02496955792109
648529.2948036,5902074.56931885,1598268035,31001001060,5.02363944848379
648525.794139594,5902074.76425953,1598268036,31001001060,5.04546281894048
648522.764682076,5902076.15783137,1598268037,31001001060,5.05203903913498
648516.066108179,5902077.67313393,1598268038,31001001060,5.05256130297979
648504.931313644,5902077.67313393,1598268041,31001001060,5.09305901527405
648503.619440091,5902077.67313393,1598268042,31001001060,5.10180641810099
648500.180321891,5902077.67313393,1598268043,31001001060,5.12333760261536
648497.738538232,5902078.44727249,1598268044,31001001060,5.15252759456635
648495.101550475,5902078.44727249,1598268045,31001001060,5.15318232774735
648492.59189782,5902078.44727249,1598268046,31001001060,5.15677118698756
648484.997932089,5902080.49130103,1598268049,31001001060,5.15920855204264
648482.266041154,5902080.49130103,1598268050,31001001060,5.15514070987701
648478.818261901,5902081.92386551,1598268051,31001001060,5.15718593994776
648478.298963734,5902083.25628134,1598268052,31001001060,5.15899569590886
648459.419308893,5902085.25497288,1598268057,31001001060,5.18967875242233
648454.061926807,5902085.25497288,1598268058,31001001060,5.20671972433726
648441.689924362,5902085.25497288,1598268060,31001001060,5.20520468552907
