X,Y,Species,Cluster_ID
257334,773045,Ficus religiosa,19
257330,773028,Ficus religiosa,19
257328,773019,Ficus carica,395
257303,773035,Ficus religiosa,19
257295,773041,Melia azedarach,334
257160,772959,Ficus carica,396
257148,772965,Ficus carica,396
257112,772944,Ficus carica,397
257072,772929,Ficus carica,394
257075,772929,Mulberry,315
257065,772920,Melia azedarach,335
257055,772876,Ficus carica,398
257062,772890,Mulberry,315
257090,772909,Avocado,110
257107,772924,Melia azedarach,336
257112,772926,Mulberry,315
257118,772902,Mulberry,315
257112,772905,Ficus carica,397
257107,772907,Armenian plum,28
257101,772903,Mulberry,315
257106,772892,Avocado,110
257104,772885,Plum,22
257107,772885,Washingtonia,246
257103,772885,Loquat,261
257083,772866,Loquat,261
257075,772865,Mulberry,315
257080,772863,Mulberry,315
257090,772870,Apple,25
257093,772870,Mulberry,315
257140,772913,Washingtonia,247
257174,772939,Washingtonia,247
257369,773002,Ficus carica,399
257372,772993,Melia azedarach,337
257341,772969,Ficus carica,400
257342,772967,Loquat,262
257345,772960,Annona,21
257291,772954,Ficus carica,401
257260,772935,Mulberry,319
257238,772943,Ficus sycomorus,2
257218,772956,Carob,205
257221,772956,Ficus carica,402
257221,772948,Carob,205
257221,772943,Carob,205
257196,772900,Mulberry,320
257178,772909,Washingtonia,247
257181,772909,Ficus carica,403
257162,772881,Carob,206
257151,772872,Loquat,261
257119,772857,Loquat,261
257122,772857,Surinam Cherry,38
257119,772807,Melia azedarach,338
257128,772809,Melia azedarach,338
257130,772807,Mulberry,321
257131,772820,Melia azedarach,338
257151,772846,Washingtonia,248
257154,772846,Mulberry,322
257200,772852,Mulberry,323
257204,772880,Washingtonia,247
257199,772895,Mulberry,320
257224,772893,Carob,207
257277,772906,Ficus benjamina,68
257254,772898,Carob,207
257257,772876,Loquat,263
257248,772869,Washingtonia,249
257260,772869,Ficus carica,404
257242,772832,Date palm,99
257198,772815,Loquat,264
257172,772821,Mulberry,322
257164,772813,Melia azedarach,338
257156,772806,Loquat,265
257159,772806,Melia azedarach,338
257156,772787,Ficus carica,405
257162,772806,Melia azedarach,338
257165,772806,Date palm,100
257166,772754,Loquat,266
257184,772780,Plum,23
257201,772795,Washingtonia,250
257236,772800,Mulberry,324
257242,772799,Melia azedarach,339
257240,772808,Washingtonia,251
257246,772810,Washingtonia,251
257277,772836,Mulberry,325
257281,772836,Annona,22
257313,772819,Melia azedarach,340
257315,772841,Mulberry,325
257323,772845,Surinam Cherry,39
257329,772845,Mulberry,325
257333,772847,Cherry plum,70
257319,772875,Persimmon,26
257268,772863,Ficus carica,404
257290,772871,Ficus carica,404
257296,772873,Cherry plum,71
257293,772876,Ficus benjamina,68
257367,772951,Banana,13
257373,772953,Melia azedarach,341
257388,772945,Loquat,267
257493,773023,Melia azedarach,342
257420,772973,Washingtonia,252
257423,772973,Mulberry,326
257402,772916,Ficus carica,406
257377,772912,Persimmon,27
257371,772908,Cherry plum,72
257378,772880,Loquat,268
257380,772868,Surinam Cherry,40
257394,772869,Mulberry,327
257410,772897,Date palm,101
257427,772925,Melia azedarach,343
257448,772936,Mulberry,304
257447,772940,Melia azedarach,343
257487,772942,Melia azedarach,344
257495,772933,Melia azedarach,344
257470,772914,Mulberry,304
257464,772909,Mulberry,304
257450,772905,Mulberry,304
257452,772897,Mulberry,304
257444,772881,Mulberry,304
257433,772884,Mulberry,304
257424,772879,Date palm,101
257393,772851,Ficus carica,407
257377,772829,Ficus carica,407
257369,772831,Surinam Cherry,40
257363,772832,Loquat,269
257358,772827,Ficus carica,407
257343,772825,Persimmon,28
257477,772881,Ficus religiosa,20
257473,772879,Ficus religiosa,20
257466,772873,Ficus religiosa,20
257461,772870,Ficus religiosa,20
257416,772833,Melia azedarach,345
257402,772825,Mulberry,328
257382,772825,Apple,26
257323,772793,Loquat,270
257315,772801,Cherry plum,73
257292,772784,Ficus religiosa,21
257247,772778,Mulberry,324
257240,772776,Mulberry,324
257206,772760,Melia azedarach,346
257184,772773,Nectarine,5
257189,772710,Washingtonia,253
257192,772702,Washingtonia,253
257216,772689,Melia azedarach,347
257219,772682,Mulberry,329
257163,772711,Mulberry,330
257138,772656,Melia azedarach,348
257110,772650,Melia azedarach,348
257077,772639,Melia azedarach,348
257138,772663,Melia azedarach,348
257180,772610,Melia azedarach,349
257186,772608,Melia azedarach,349
257182,772628,Melia azedarach,349
257185,772628,Mulberry,331
257180,772639,Mulberry,331
257193,772628,Melia azedarach,349
257196,772628,Mulberry,331
257200,772627,Mulberry,331
257203,772627,Melia azedarach,349
257204,772623,Melia azedarach,349
257210,772627,Carob,208
257199,772649,Carob,208
257238,772654,Mulberry,329
257244,772658,Mulberry,329
257261,772667,Mulberry,329
257303,772651,Carob,209
257297,772647,Mulberry,332
257306,772612,Carob,209
257216,772608,Carob,208
257219,772608,Melia azedarach,349
257311,772592,Melia azedarach,350
257313,772596,Mulberry,333
257390,772618,Melia azedarach,351
257470,772659,Mulberry,334
257490,772654,Mulberry,334
257538,772691,Mulberry,335
257529,772689,Mulberry,335
257519,772685,Mulberry,335
257470,772653,Date palm,102
257418,772670,Ficus carica,408
257418,772674,Melia azedarach,352
257427,772679,Melia azedarach,352
257434,772679,Melia azedarach,352
257440,772679,Melia azedarach,352
257356,772699,Melia azedarach,353
257359,772699,Mulberry,336
257325,772692,Melia azedarach,353
257290,772706,Mulberry,329
257292,772701,Mulberry,329
257286,772690,Mulberry,329
257258,772682,Mulberry,329
257244,772680,Mulberry,329
257279,772734,Date palm,103
257275,772738,Date palm,103
257270,772745,Mulberry,329
257279,772740,Mulberry,329
257282,772740,Date palm,103
257321,772758,Washingtonia,254
257331,772749,Melia azedarach,354
257331,772745,Melia azedarach,354
257334,772740,Melia azedarach,354
260824,781510,Ficus carica,409
260806,781490,Ficus carica,409
260804,781492,Ficus carica,409
260801,781490,Ficus carica,409
260798,781495,Mulberry,337
260798,781499,Ficus carica,409
260796,781516,Ficus carica,409
260785,781523,Melia azedarach,355
260790,781534,Ficus carica,409
260790,781549,Ficus carica,409
260788,781556,Ficus carica,409
260771,781543,Ficus carica,409
260768,781543,Ficus carica,409
260827,781584,Ficus carica,409
260830,781590,Ficus carica,409
260833,781599,Ficus carica,409
260836,781599,Carob,210
260833,781605,Ficus carica,409
260849,781618,Carob,210
260844,781623,Ficus carica,409
260829,781603,Ficus carica,409
260802,781616,Ficus carica,409
260790,781630,Mulberry,338
260776,781634,Ficus carica,409
260768,781636,Mulberry,338
260763,781638,Mulberry,338
260760,781638,Ficus carica,409
260741,781630,Ficus carica,409
260756,781595,Ficus carica,409
260690,781635,Ficus carica,410
260770,781608,Ziziphus spina-christi,47
260784,781604,Ziziphus spina-christi,47
260793,781590,Ziziphus spina-christi,47
260809,781590,Ziziphus spina-christi,47
260813,781595,Ziziphus spina-christi,47
260819,781584,Ziziphus spina-christi,47
260832,781616,Ziziphus spina-christi,47
260816,781623,Ziziphus spina-christi,47
260787,781481,Ficus carica,409
260789,781462,Ficus carica,409
260787,781460,Ficus carica,409
260786,781451,Ficus carica,409
260792,781447,Ficus carica,409
260761,781462,Melia azedarach,356
260870,781400,Mulberry,339
260873,781400,Melia azedarach,357
260878,781396,Melia azedarach,357
260879,781377,Melia azedarach,357
260884,781363,Ziziphus spina-christi,48
260876,781337,Melia azedarach,357
260875,781337,Melia azedarach,357
260875,781342,Melia azedarach,357
260864,781261,Ficus carica,411
260821,781279,Melia azedarach,358
260821,781266,Ficus benjamina,69
260825,781259,Ficus benjamina,69
260829,781259,Melia azedarach,358
260847,781322,Mulberry,340
260861,781364,Cherry plum,74
260873,781379,Melia azedarach,357
260862,781387,Melia azedarach,357
260839,781394,Mulberry,339
260805,781377,Mulberry,339
260808,781377,Ficus carica,412
260767,781373,Melia azedarach,359
260770,781373,Mulberry,339
260769,781309,Mulberry,341
260755,781281,Ficus carica,413
260670,781536,Melia azedarach,360
260662,781545,Melia azedarach,360
260737,781562,Ficus carica,409
260779,781482,Mulberry,337
260475,781281,Melia azedarach,361
260491,781187,Carob,211
260530,781139,Carob,212
260565,781115,Carob,213
260562,781090,Melia azedarach,362
260613,781127,Ficus carica,414
260650,781103,Ziziphus spina-christi,49
260656,781127,Ziziphus spina-christi,49
260664,781144,Ziziphus spina-christi,49
260698,781133,Mulberry,342
260664,781134,Mulberry,342
260508,781038,Mulberry,343
260503,781043,Ficus carica,415
260484,780973,Ficus carica,416
260548,780918,Melia azedarach,363
260522,780918,Melia azedarach,363
260524,780914,Melia azedarach,363
260817,781146,Cherry plum,75
260790,781107,Date palm,104
260870,781141,Cherry plum,76
260894,781174,Melia azedarach,364
260917,781202,Loquat,271
260901,781143,Ziziphus spina-christi,50
260921,781074,Washingtonia,255
260904,781098,Mulberry,344
260907,781098,Melia azedarach,365
260895,781113,Papaya,19
260887,781104,Loquat,272
260874,781102,Mulberry,344
260877,781102,Melia azedarach,365
260863,781100,Ficus carica,417
260895,781054,Papaya,20
260850,781069,Washingtonia,256
260856,781091,Melia azedarach,365
260845,781085,Avocado,111
260846,781111,Loquat,273
260856,781119,Banana,14
260877,781117,Ficus carica,417
260887,781161,Cherry plum,76
260882,781161,Cherry plum,76
260826,781154,Melia azedarach,366
260761,781042,Ficus microcarpa,38
260811,781070,Melia azedarach,367
260777,781031,Melia azedarach,368
260819,781050,Melia azedarach,367
260823,781050,Ziziphus spina-christi,51
260826,781050,Melia azedarach,367
260819,781059,Washingtonia,256
260775,781000,Melia azedarach,368
260848,781013,Washingtonia,257
260873,780987,Mulberry,345
260906,780980,Guava,120
260922,780938,Melia azedarach,369
260913,780869,Loquat,274
260899,780865,Guava,121
260902,780865,Plum,24
260907,780847,Ficus benjamina,70
260902,780829,Loquat,275
260890,780812,Guava,122
260880,780790,Ficus carica,418
260862,780771,Mango,55
260865,780771,Ficus carica,418
260846,780767,Papaya,21
260849,780767,Mango,55
260846,780765,Persimmon,29
260843,780769,Washingtonia,258
260834,780786,Melia azedarach,370
260837,780786,Ficus carica,418
260840,780795,Annona,23
260834,780789,Cherry plum,77
260820,780799,Melia azedarach,370
260829,780808,Persimmon,30
260832,780810,Mango,56
260835,780810,Pear,13
260835,780821,Mulberry,346
260854,780804,Avocado,112
260869,780823,Mulberry,346
260868,780834,Guava,122
260875,780841,Avocado,113
260875,780849,Avocado,113
260878,780849,Ficus benjamina,70
260885,780875,Apple,27
260872,780865,Loquat,276
260847,780847,Annona,24
260841,780849,Loquat,276
260823,780837,Date palm,105
260801,780830,Ficus benjamina,71
260767,780804,Armenian plum,29
260801,780808,Melia azedarach,370
260804,780808,Ficus carica,418
260793,780787,Washingtonia,258
260795,780780,Washingtonia,258
260820,780752,Mulberry,347
260823,780752,Washingtonia,258
260824,780749,Mango,55
260831,780747,Surinam Cherry,41
260834,780747,Mango,55
260806,780756,Mulberry,347
260785,780793,Ficus benjamina,72
260786,780769,Mango,57
260771,780780,Surinam Cherry,42
260774,780780,Mulberry,348
260770,780780,Mulberry,348
260821,780926,Mango,58
260872,780956,Melia azedarach,371
260861,780956,Persimmon,31
260864,780956,Armenian plum,30
260898,780971,Annona,25
260796,780874,Ficus carica,419
260765,780852,Mango,59
260768,780854,Ficus benjamina,73
260757,780863,Ficus benjamina,73
260752,780876,Ficus microcarpa,39
260721,780881,Annona,26
260698,780881,Mango,60
260701,780881,Avocado,114
260696,780891,Annona,26
260699,780891,Ficus carica,420
260695,780891,Guava,123
260772,780911,Loquat,277
260743,780902,Mango,61
260746,780902,Armenian plum,31
260743,780906,Annona,26
260715,780904,Armenian plum,31
260737,780926,Loquat,277
260744,780935,Guava,124
260747,780937,Guava,124
260707,780939,Ficus carica,421
260702,780944,Guava,125
260692,780922,Melia azedarach,372
260747,781003,Guava,126
260687,780935,Ficus benjamina,74
260685,780924,Melia azedarach,372
260668,780916,Ficus carica,420
260656,780920,Mulberry,349
260642,780914,Ficus carica,420
260648,780933,Loquat,278
260651,780933,Melia azedarach,372
260653,780903,Loquat,278
260648,780881,Ficus carica,420
260647,780881,Guava,127
260645,780879,Ficus carica,420
260647,780874,Guava,127
260648,780870,Surinam Cherry,43
260651,780872,Mango,62
260653,780890,Papaya,22
260676,780894,Papaya,22
260722,780826,Loquat,279
260757,780787,Loquat,280
260760,780787,Mulberry,348
260762,780804,Armenian plum,29
260760,780802,Surinam Cherry,42
260784,780821,Mulberry,350
260759,780721,Ficus carica,422
260764,780682,Ficus benjamina,75
260773,780691,Avocado,115
260733,780636,Ficus carica,423
260758,780713,Mango,63
260728,780721,Mulberry,351
260703,780791,Loquat,279
260706,780791,Annona,27
260662,780848,Loquat,281
260659,780816,Pear,14
260662,780816,Loquat,281
260664,780809,Ficus carica,424
260669,780798,Avocado,116
260663,780798,Ficus carica,424
260663,780796,Ficus carica,424
260658,780791,Ficus carica,424
260655,780794,Ficus carica,424
260653,780791,Ficus carica,424
260653,780776,Ziziphus spina-christi,52
260655,780761,Ziziphus spina-christi,52
260658,780752,Ziziphus spina-christi,52
260671,780670,Melia azedarach,373
260672,780670,Ziziphus spina-christi,53
260675,780674,Melia azedarach,373
260680,780676,Melia azedarach,373
260683,780676,Mulberry,352
260675,780700,Mulberry,352
260674,780720,Melia azedarach,374
260674,780754,Peach,20
260677,780754,Mulberry,353
260674,780755,Peach,20
260677,780755,Mulberry,353
260673,780755,Guava,128
260708,780796,Loquat,279
260705,780713,Mango,64
260705,780708,Armenian plum,32
260716,780702,Guava,129
260707,780678,Mulberry,352
260702,780669,Ficus benjamina,76
260697,780669,Melia azedarach,373
260691,780672,Melia azedarach,373
260669,780652,Ziziphus spina-christi,53
260676,780639,Melia azedarach,373
260677,780639,Mulberry,352
260685,780639,Mulberry,352
260691,780637,Ziziphus spina-christi,53
260711,780669,Mango,65
260730,780641,Ficus carica,423
260733,780597,Mulberry,354
260783,780641,Ficus benjamina,77
260791,780656,Ficus carica,425
260797,780664,Mulberry,355
260794,780675,Ficus carica,425
260787,780725,Ficus carica,422
260842,780730,Ficus carica,418
260863,780758,Ficus carica,418
260877,780754,Ziziphus spina-christi,54
260873,780740,Ficus carica,418
260867,780732,Mulberry,356
260859,780740,Loquat,282
260853,780699,Ficus benjamina,78
260793,780586,Ficus carica,426
260791,780597,Avocado,117
260760,780582,Ziziphus spina-christi,55
260768,780580,Ziziphus spina-christi,55
260763,780575,Ziziphus spina-christi,55
260788,780567,Ziziphus spina-christi,55
260807,780538,Ziziphus spina-christi,55
260777,780558,Ziziphus spina-christi,55
260777,780554,Ziziphus spina-christi,55
260771,780564,Ziziphus spina-christi,55
260765,780560,Ziziphus spina-christi,55
260760,780556,Ziziphus spina-christi,55
260765,780543,Ziziphus spina-christi,55
260760,780534,Ziziphus spina-christi,55
260766,780521,Ziziphus spina-christi,55
260773,780523,Ziziphus spina-christi,55
260779,780521,Ziziphus spina-christi,55
260791,780514,Ziziphus spina-christi,55
260791,780499,Ziziphus spina-christi,55
260784,780508,Ziziphus spina-christi,55
260776,780506,Ziziphus spina-christi,55
260773,780493,Ziziphus spina-christi,55
260776,780480,Ziziphus spina-christi,55
260785,780458,Ziziphus spina-christi,55
260792,780440,Ziziphus spina-christi,55
260798,780416,Ziziphus spina-christi,55
260805,780490,Ziziphus spina-christi,55
260808,780518,Ziziphus spina-christi,55
260807,780536,Ziziphus spina-christi,55
260633,780685,Ziziphus spina-christi,56
260635,780728,Palm,126
260619,780709,Loquat,283
260622,780709,Guava,130
260608,780713,Ziziphus spina-christi,56
260605,780716,Ziziphus spina-christi,56
260611,780752,Mango,66
260608,780752,Cherry plum,78
260607,780752,Avocado,118
260605,780742,Ficus carica,427
260611,780772,Mango,66
260600,780761,Ziziphus spina-christi,56
260605,780772,Ficus carica,427
260604,780774,Plum,25
260632,780774,Loquat,281
260631,780785,Cherry plum,79
260633,780800,Cherry plum,79
260631,780800,Ficus benjamina,79
260624,780800,Cherry plum,79
260627,780800,Loquat,281
260616,780800,Cherry plum,79
260633,780837,Carob,214
260628,780916,Cherry plum,80
260657,780964,Papaya,23
260660,780957,Melia azedarach,372
260656,780951,Melia azedarach,372
260659,780951,Loquat,278
260655,780951,Mulberry,349
260682,780957,Melia azedarach,372
260685,780957,Mulberry,349
260681,780955,Melia azedarach,372
260693,780976,Avocado,119
260696,780976,Ficus carica,421
260620,781014,Melia azedarach,375
260638,781038,Date palm,106
260634,780977,Ficus carica,428
260620,780962,Carob,215
260604,780940,Ficus carica,429
260593,780936,Apple,28
260576,780942,Guava,131
260575,780927,Apple,28
260575,780903,Melia azedarach,363
260577,780903,Avocado,120
260586,780905,Lychee,24
260592,780910,Mango,67
260578,780886,Papaya,24
260578,780875,Ficus benjamina,80
260600,780866,Nectarine,6
260603,780866,Peach,21
260600,780837,Mulberry,357
260548,780333,Mulberry,358
260534,780343,Ziziphus spina-christi,57
260542,780315,Mulberry,358
260551,780334,Ficus carica,430
260570,780328,Ficus carica,430
260579,780332,Mulberry,358
260593,780343,Ziziphus spina-christi,58
260596,780343,Ficus carica,430
260669,780340,Ziziphus spina-christi,59
260660,780351,Ziziphus spina-christi,59
260650,780369,Ziziphus spina-christi,59
260644,780391,Ziziphus spina-christi,59
260641,780406,Ziziphus spina-christi,59
260641,780413,Ziziphus spina-christi,59
260628,780413,Ziziphus spina-christi,59
260620,780441,Ziziphus spina-christi,59
260614,780465,Ziziphus spina-christi,59
260609,780487,Ziziphus spina-christi,59
260609,780498,Ziziphus spina-christi,59
260600,780517,Ziziphus spina-christi,59
260575,780598,Ziziphus spina-christi,60
260575,780561,Ziziphus spina-christi,60
260589,780517,Ziziphus spina-christi,59
260594,780507,Ziziphus spina-christi,59
260600,780498,Ziziphus spina-christi,59
260603,780478,Ziziphus spina-christi,59
260595,780461,Ziziphus spina-christi,59
260586,780476,Ziziphus spina-christi,59
260614,780397,Ziziphus spina-christi,59
260530,780581,Ziziphus spina-christi,60
260544,780587,Ziziphus spina-christi,60
260559,780640,Ziziphus spina-christi,56
260565,780648,Ziziphus spina-christi,56
260571,780644,Ziziphus spina-christi,56
260573,780663,Ziziphus spina-christi,56
260560,780666,Ziziphus spina-christi,56
260553,780664,Ziziphus spina-christi,56
260553,780655,Ziziphus spina-christi,56
260547,780629,Ziziphus spina-christi,56
260542,780642,Ziziphus spina-christi,56
260545,780675,Ziziphus spina-christi,56
260551,780725,Ziziphus spina-christi,56
260542,780722,Ziziphus spina-christi,56
260541,780729,Ziziphus spina-christi,56
260537,780733,Ziziphus spina-christi,56
260541,780738,Ziziphus spina-christi,56
260532,780746,Ziziphus spina-christi,56
260532,780759,Ziziphus spina-christi,56
260521,780746,Ziziphus spina-christi,56
260512,780742,Ziziphus spina-christi,56
260499,780746,Ziziphus spina-christi,56
260492,780734,Melia azedarach,376
260495,780734,Ziziphus spina-christi,56
260501,780731,Ziziphus spina-christi,56
260501,780720,Ziziphus spina-christi,56
260523,780709,Ziziphus spina-christi,56
260517,780705,Ziziphus spina-christi,56
260521,780701,Ziziphus spina-christi,56
260526,780696,Ziziphus spina-christi,56
260520,780694,Ziziphus spina-christi,56
260512,780697,Ziziphus spina-christi,56
260496,780701,Ziziphus spina-christi,56
260517,780683,Ziziphus spina-christi,56
260520,780681,Ziziphus spina-christi,56
260512,780677,Ziziphus spina-christi,56
260528,780662,Ziziphus spina-christi,56
260523,780661,Ziziphus spina-christi,56
260514,780653,Ziziphus spina-christi,56
260522,780642,Ziziphus spina-christi,56
260525,780642,Melia azedarach,377
260502,780598,Melia azedarach,378
260486,780670,Ziziphus spina-christi,56
260481,780692,Ziziphus spina-christi,56
260482,780708,Ziziphus spina-christi,56
260481,780718,Ziziphus spina-christi,56
260481,780751,Ziziphus spina-christi,56
260456,780743,Ziziphus spina-christi,56
260437,780693,Ziziphus spina-christi,56
260444,780679,Ziziphus spina-christi,56
260463,780646,Ziziphus spina-christi,56
260433,780668,Ziziphus spina-christi,56
260666,781182,Ficus carica,431
260648,781232,Ficus carica,432
260645,781219,Ficus carica,432
260645,781291,Ziziphus spina-christi,61
260681,781327,Ziziphus spina-christi,62
260702,781329,Ficus carica,433
260692,781275,Washingtonia,259
260687,781284,Ficus carica,434
260579,780970,Melia azedarach,379
260579,780966,Loquat,284
260519,780855,Ziziphus spina-christi,56
260518,780816,Ziziphus spina-christi,56
260535,780794,Ziziphus spina-christi,56
260526,780790,Ziziphus spina-christi,56
260523,780790,Ziziphus spina-christi,56
260532,780779,Ziziphus spina-christi,56
260579,780751,Ziziphus spina-christi,56
260585,780757,Ziziphus spina-christi,56
260579,780700,Ziziphus spina-christi,56
260638,780626,Ziziphus spina-christi,63
260634,780572,Ziziphus spina-christi,64
260651,780574,Ziziphus spina-christi,64
260689,780463,Ziziphus spina-christi,59
260695,780449,Ziziphus spina-christi,59
260697,780443,Ziziphus spina-christi,59
260653,780513,Ziziphus spina-christi,59
260645,780511,Ziziphus spina-christi,59
260672,780454,Ziziphus spina-christi,59
260719,780427,Ziziphus spina-christi,59
260731,780406,Ziziphus spina-christi,59
260712,780390,Ziziphus spina-christi,59
260689,780371,Ziziphus spina-christi,59
260692,780399,Ziziphus spina-christi,59
260697,780330,Ziziphus spina-christi,59
260696,780329,Ziziphus spina-christi,59
260708,780321,Ziziphus spina-christi,59
260704,780301,Ziziphus spina-christi,59
260698,780604,Ziziphus spina-christi,53
260723,780552,Ziziphus spina-christi,55
260709,780550,Ziziphus spina-christi,55
260709,780541,Ziziphus spina-christi,55
260699,780561,Ziziphus spina-christi,55
257114,773617,Ficus carica,435
257120,773623,Mulberry,359
257094,773615,Loquat,285
257086,773619,Armenian plum,33
257061,773620,Apple,29
257067,773615,Ficus carica,436
257072,773630,Nectarine,7
257080,773606,Mulberry,360
257101,773684,Ficus carica,437
257162,773671,Mulberry,69
257157,773680,Mulberry,69
257145,773686,Mulberry,69
257162,773699,Melia azedarach,380
257165,773699,Mulberry,69
257142,773700,Washingtonia,260
257143,773717,Melia azedarach,380
257139,773726,Melia azedarach,380
257132,773737,Avocado,121
257137,773741,Avocado,121
257140,773741,Mulberry,69
257157,773748,Washingtonia,261
257165,773754,Washingtonia,261
257159,773743,Mulberry,69
257162,773743,Ficus carica,438
257112,773730,Mulberry,69
257107,773728,Mulberry,69
257110,773728,Melia azedarach,380
257106,773728,Washingtonia,260
257126,773709,Washingtonia,260
257123,773709,Melia azedarach,380
257120,773706,Mulberry,69
257117,773711,Washingtonia,260
257108,773709,Washingtonia,260
257108,773708,Ficus carica,437
257111,773708,Mulberry,69
257079,773720,Melia azedarach,380
257072,773715,Melia azedarach,380
257075,773715,Mulberry,69
256946,773700,Mulberry,361
256932,773711,Washingtonia,262
256932,773722,Loquat,286
256917,773736,Mulberry,362
256917,773738,Ficus carica,439
256920,773738,Melia azedarach,381
256917,773751,Melia azedarach,381
256920,773751,Ficus carica,439
256914,773746,Palm,127
256910,773755,Mulberry,362
256907,773760,Mulberry,362
256913,773762,Melia azedarach,381
256888,773764,Mulberry,362
256881,773790,Mulberry,362
256872,773781,Avocado,122
256871,773779,Mulberry,362
256888,773801,Palm,128
256897,773820,Washingtonia,263
256937,773833,Melia azedarach,382
256942,773834,Melia azedarach,382
256945,773834,Mulberry,363
256961,773842,Mulberry,363
256959,773859,Guava,132
256959,773846,Mulberry,363
257010,773848,Melia azedarach,107
257004,773838,Avocado,123
257012,773831,Washingtonia,264
257020,773816,Papaya,25
257031,773831,Melia azedarach,107
257046,773815,Melia azedarach,107
257049,773815,Mulberry,68
257045,773826,Mulberry,68
257060,773831,Ficus carica,440
257062,773840,Mulberry,68
257062,773844,Melia azedarach,107
257065,773844,Avocado,124
257028,773807,Melia azedarach,107
257009,773879,Melia azedarach,107
257012,773879,Mulberry,364
257046,773857,Loquat,287
257041,773877,Mulberry,364
257048,773879,Melia azedarach,107
256962,774005,Mulberry,365
256965,774005,Melia azedarach,107
256943,773997,Melia azedarach,107
256946,773997,Mulberry,365
256924,773988,Melia azedarach,107
256917,773986,Mulberry,365
256920,773986,Melia azedarach,107
256907,773984,Mulberry,365
256896,773980,Melia azedarach,107
256876,773965,Melia azedarach,107
256812,773945,Loquat,288
256783,773936,Palm,129
256774,773932,Palm,129
256767,773928,Palm,129
256714,773908,Mulberry,366
256826,773939,Ficus carica,441
256836,773914,Palm,130
256865,773919,Melia azedarach,383
256889,773895,Ficus carica,442
256925,773903,Loquat,289
256931,773907,Mulberry,363
256936,773910,Mulberry,363
256951,773914,Mulberry,363
256974,773921,Mulberry,363
256956,773944,Melia azedarach,107
256959,773944,Mulberry,363
256955,773944,Banana,15
256976,773946,Mulberry,363
256982,773947,Melia azedarach,107
256993,773955,Melia azedarach,107
257013,773922,Mulberry,363
257007,773929,Mulberry,363
256987,773910,Ficus carica,443
256973,773892,Loquat,290
256937,773870,Mulberry,363
256931,773881,Ficus carica,444
256934,773881,Mulberry,363
256920,773881,Mulberry,363
256909,773877,Washingtonia,265
256856,773877,Palm,131
256922,773823,Washingtonia,263
257023,773522,Melia azedarach,384
257026,773522,Mulberry,367
257040,773535,Ficus carica,445
257038,773535,Cherry plum,81
257041,773535,Ficus carica,445
257089,773536,Washingtonia,266
257096,773525,Ficus carica,446
257104,773526,Mulberry,368
257108,773517,Mulberry,368
257111,773517,Ficus carica,446
257108,773513,Loquat,291
257110,773506,Palm,132
257110,773491,Palm,132
257119,773480,Mulberry,368
257122,773480,Ficus carica,446
257127,773471,Loquat,292
257129,773467,Avocado,125
257138,773429,Mulberry,369
257134,773393,Washingtonia,267
257135,773403,Date palm,107
257137,773408,Mulberry,369
257113,773399,Mulberry,369
257113,773386,Palm,133
257116,773386,Loquat,293
257085,773375,Ficus carica,447
257064,773317,Mulberry,370
257078,773321,Mulberry,370
257079,773319,Mulberry,370
257121,773318,Melia azedarach,385
257125,773316,Melia azedarach,385
257125,773310,Melia azedarach,385
257134,773303,Melia azedarach,385
257140,773305,Melia azedarach,385
257145,773297,Melia azedarach,385
257151,773286,Melia azedarach,385
257157,773273,Melia azedarach,385
257175,773242,Melia azedarach,385
257181,773229,Melia azedarach,385
257215,773253,Melia azedarach,386
257245,773294,Melia azedarach,387
257218,773384,Melia azedarach,388
257221,773401,Melia azedarach,388
257249,773399,Loquat,294
257252,773399,Ficus carica,448
257249,773394,Melia azedarach,388
257263,773398,Mulberry,371
257272,773411,Ficus carica,448
257277,773409,Palm,134
257319,773396,Melia azedarach,389
257324,773390,Melia azedarach,389
257317,773385,Melia azedarach,389
257313,773377,Melia azedarach,389
257319,773357,Mulberry,372
257316,773352,Melia azedarach,389
257343,773311,Loquat,295
257336,773300,Mulberry,373
257340,773274,Mulberry,373
257319,773291,Mulberry,373
257308,773313,Mulberry,373
257259,773303,Melia azedarach,387
257260,773290,Melia azedarach,387
257263,773290,Mulberry,374
257229,773207,Mulberry,310
257162,773192,Melia azedarach,390
257147,773183,Melia azedarach,390
257130,773164,Mulberry,311
257124,773153,Mulberry,311
257127,773144,Mulberry,311
257116,773149,Mulberry,311
257124,773179,Mulberry,311
257128,773203,Mulberry,311
257100,773210,Mulberry,311
257095,773214,Mulberry,311
257134,773240,Melia azedarach,385
257137,773251,Melia azedarach,385
257125,773277,Melia azedarach,385
257054,773336,Mulberry,370
257054,773345,Ficus carica,447
257062,773349,Melia azedarach,391
257072,773351,Palm,135
257076,773377,Ficus carica,447
257064,773412,Palm,136
257113,773388,Mulberry,369
257134,773364,Date palm,107
257137,773364,Ficus carica,449
257145,773397,Mulberry,369
257151,773410,Mulberry,369
257169,773445,Melia azedarach,392
257189,773438,Mulberry,375
257193,773455,Ficus carica,450
257219,773444,Washingtonia,268
257233,773449,Mulberry,376
257236,773449,Ficus religiosa,22
257252,773459,Persimmon,32
257263,773457,Palm,137
257266,773457,Washingtonia,269
257277,773472,Washingtonia,269
257281,773468,Mulberry,377
257284,773468,Ficus carica,451
