X,Y,Species,Cluster_ID
252545,771813,Date palm,24
252265,772653,Ziziphus spina-christi,6
252268,772380,Ziziphus spina-christi,7
252263,772361,Ziziphus spina-christi,7
252266,772344,Carob,48
252262,772256,Ziziphus spina-christi,8
252267,772252,Ziziphus spina-christi,8
252274,772254,Ziziphus spina-christi,8
252279,772241,Ziziphus spina-christi,8
252282,772232,Ziziphus spina-christi,8
252285,772228,Ziziphus spina-christi,8
252289,772224,Ziziphus spina-christi,8
252287,772224,Ziziphus spina-christi,8
252287,772223,Ziziphus spina-christi,8
252289,772215,Ziziphus spina-christi,8
252292,772211,Ziziphus spina-christi,8
252293,772202,Ziziphus spina-christi,8
252326,772084,Ziziphus spina-christi,9
252339,772012,Ziziphus spina-christi,10
252374,771946,Melia azedarach,105
252388,771927,Ziziphus spina-christi,10
252391,771916,Ziziphus spina-christi,10
252406,771907,Ziziphus spina-christi,10
252422,771850,Ziziphus spina-christi,11
252418,771853,Melia azedarach,102
252391,771912,Ziziphus spina-christi,10
252388,771899,Ziziphus spina-christi,10
252391,771899,Carob,49
252363,771905,Ziziphus spina-christi,10
252360,771910,Ziziphus spina-christi,10
252352,771927,Ziziphus spina-christi,10
252352,771921,Ziziphus spina-christi,10
252341,771966,Ziziphus spina-christi,10
252333,771982,Ziziphus spina-christi,10
252314,772025,Ziziphus spina-christi,10
252306,772067,Ziziphus spina-christi,9
252287,772141,Ziziphus spina-christi,12
252284,772145,Carob,50
252278,772174,Carob,50
252292,772053,Carob,51
252333,771944,Ziziphus spina-christi,10
252349,771886,Ziziphus spina-christi,10
252351,771872,Ziziphus spina-christi,10
252355,771864,Ziziphus spina-christi,10
252355,771859,Ziziphus spina-christi,10
257031,773713,Melia azedarach,106
257034,773713,Mulberry,68
257031,773715,Melia azedarach,106
257022,773735,Mulberry,68
257025,773737,Armenian plum,3
257022,773740,Mulberry,68
257020,773744,Melia azedarach,106
257017,773748,Washingtonia,83
257020,773748,Apple,3
257016,773752,Mulberry,68
257020,773753,Ficus carica,111
257012,773763,Melia azedarach,106
257015,773763,Mulberry,68
256998,773750,Mulberry,68
256995,773748,Melia azedarach,106
256992,773744,Melia azedarach,106
256992,773742,Mulberry,68
257005,773733,Melia azedarach,106
256992,773781,Mulberry,68
256995,773781,Melia azedarach,106
256990,773783,Ficus carica,112
256994,773785,Mulberry,68
256998,773787,Mulberry,68
257000,773788,Loquat,74
257003,773788,Guava,43
257009,773794,Mulberry,68
257018,773798,Mulberry,68
257025,773802,Mulberry,68
257028,773802,Melia azedarach,107
257031,773802,Mulberry,68
257031,773803,Mulberry,68
257034,773803,Melia azedarach,107
257037,773803,Mulberry,68
257039,773805,Melia azedarach,107
257042,773805,Mulberry,68
257040,773807,Melia azedarach,107
257022,773783,Washingtonia,83
257031,773759,Banana,3
257070,773767,Washingtonia,84
257104,773765,Mulberry,69
252409,771707,Carob,47
252441,771705,Carob,47
252452,771724,Avocado,20
252460,771711,Ziziphus spina-christi,13
252482,771702,Ziziphus spina-christi,13
252594,771737,Loquat,75
252597,771737,Palm,53
252609,771747,Ficus benjamina,38
252622,771756,Ficus benjamina,38
252810,771929,Washingtonia,85
252807,771916,Guava,44
252802,771903,Loquat,76
252800,771899,Loquat,76
252789,771897,Loquat,76
252780,771897,Jujube,9
252777,771897,Mulberry,70
252768,771936,Mulberry,71
252771,771936,Ficus carica,113
252767,771936,Palm,56
252770,771936,Melia azedarach,108
252853,771943,Melia azedarach,109
252883,771966,Mulberry,72
252836,771962,Melia azedarach,109
252836,772004,Loquat,77
252816,772012,Loquat,77
252795,771995,Ficus carica,114
252792,771991,Pear,3
252789,771980,Ficus carica,114
252788,771986,Apple,4
252784,771995,Apple,4
252791,772001,Jujube,10
252780,772013,Pear,3
252778,772019,Apple,4
252775,772021,Apple,4
252763,772021,Mulberry,73
252761,772023,Armenian plum,4
252763,772013,Apple,4
252766,772013,Apple,4
252767,772012,Peach,4
252773,772019,Apple,4
252777,772013,Peach,4
252777,772012,Apple,4
252770,772008,Peach,4
252774,772006,Mulberry,73
252777,772008,Apple,4
252778,771989,Ficus carica,114
252781,771988,Peach,4
252783,771982,Apple,4
252781,771980,Peach,4
252775,771980,Apple,4
252772,771982,Ficus carica,114
252770,771989,Armenian plum,4
252770,771991,Apple,4
252770,771997,Apple,4
252772,771999,Ficus carica,114
252769,772001,Ficus carica,114
252761,771991,Mulberry,73
252766,771984,Jujube,10
252727,771973,Jujube,11
252710,771960,Ficus carica,115
252704,771978,Loquat,78
252694,771980,Mulberry,74
252690,771980,Ficus carica,115
252679,771976,Ficus carica,115
252676,771978,Mulberry,74
252655,771972,Mulberry,74
252687,771956,Ficus carica,115
252677,771954,Ficus carica,115
252660,771961,Ficus carica,115
252654,771948,Mulberry,74
252648,771963,Plum,3
252627,771976,Ficus carica,115
252624,771976,Apple,5
252624,771978,Loquat,79
252627,771980,Mulberry,74
252638,771983,Armenian plum,5
252643,771983,Armenian plum,5
252672,771987,Mulberry,74
252826,772040,Mulberry,75
252837,772040,Mulberry,75
252840,772034,Guava,45
252844,771993,Palm,57
252848,771995,Palm,57
252850,772001,Palm,57
252855,771993,Palm,57
252858,771993,Palm,57
252868,772008,Palm,57
252867,771999,Palm,57
252875,772010,Palm,57
252884,772012,Palm,57
252900,772010,Palm,57
252918,772021,Mulberry,76
252928,772020,Mango,22
252929,772023,Palm,57
252934,772025,Palm,57
252940,772018,Palm,57
252946,772023,Palm,57
252954,772016,Palm,57
252968,771997,Palm,57
252960,771994,Palm,57
252956,771994,Palm,57
252945,771992,Palm,57
252940,771992,Mango,22
252932,771999,Palm,57
252917,771995,Mulberry,76
252906,771994,Palm,57
252884,771992,Palm,57
252853,772025,Melia azedarach,110
252856,772036,Ficus benjamina,39
252857,772041,Melia azedarach,110
252859,772049,Ficus benjamina,39
252862,772056,Mulberry,75
252854,772077,Cherry plum,18
252859,772091,Ficus benjamina,40
252860,772099,Melia azedarach,111
252874,772108,Melia azedarach,111
252877,772119,Melia azedarach,111
252881,772125,Melia azedarach,111
252870,772128,Agave,1
252867,772117,Ficus benjamina,40
252870,772117,Ficus carica,116
252868,772127,Ficus carica,116
252871,772127,Melia azedarach,111
252871,772141,Ficus carica,116
252871,772149,Ficus carica,116
252876,772156,Guava,46
252882,772175,Cherry plum,19
252882,772180,Surinam Cherry,12
252885,772180,Strawberry guava,3
252899,772184,Persimmon,3
252887,772201,Ficus,8
252890,772201,Washingtonia,86
252886,772201,Loquat,80
252901,772206,Ficus carica,117
252904,772206,Lychee,6
252900,772206,Loquat,80
252904,772210,Guava,47
252896,772234,Ficus carica,117
252899,772234,Melia azedarach,83
248149,777945,Carob,52
248112,778036,Melia azedarach,112
248029,778006,Ficus carica,118
248037,777940,Ficus carica,119
248063,777697,Date palm,25
248113,777733,Ficus carica,120
248088,777747,Ficus carica,120
248022,777821,Carob,53
247902,777886,Melia azedarach,113
247893,777910,Melia azedarach,113
247955,778035,Melia azedarach,114
248015,778135,Carob,54
247925,778218,Ficus carica,121
247923,778259,Ficus carica,122
247928,778257,Melia azedarach,115
247960,778266,Loquat,81
247962,778292,Melia azedarach,116
248059,778431,Carob,55
248039,778503,Ficus carica,123
248033,778516,Ficus carica,123
248016,778481,Carob,56
248017,778476,Carob,56
247997,778479,Carob,56
247994,778481,Carob,56
247998,778483,Carob,56
247998,778488,Carob,56
247929,778431,Carob,57
247926,778424,Carob,57
247920,778351,Ficus carica,124
247983,778499,Carob,56
248082,778496,Ficus carica,123
248067,778511,Ficus carica,123
248067,778507,Carob,58
248068,778516,Ficus carica,123
248110,778535,Loquat,82
248113,778535,Ficus carica,125
248090,778535,Melia azedarach,117
248080,778147,Carob,59
248209,778234,Melia azedarach,118
248161,778189,Melia azedarach,119
248123,778106,Melia azedarach,120
248103,778326,Ficus carica,126
248111,778363,Carob,60
248128,778363,Ficus carica,127
248137,778376,Carob,60
248165,778382,Carob,60
248098,778450,Ficus carica,128
248140,778528,Ficus carica,125
248152,778520,Ficus carica,125
248149,778531,Ficus carica,125
248169,778544,Ficus carica,125
248172,778544,Loquat,83
248180,778539,Mulberry,77
248157,778511,Melia azedarach,121
248143,778470,Date palm,26
248167,778446,Melia azedarach,122
248182,778452,Melia azedarach,122
248181,778474,Melia azedarach,122
248185,778480,Loquat,84
248165,778470,Loquat,84
248211,778537,Ficus carica,129
248195,778482,Ficus carica,130
248223,778467,Loquat,84
248204,778456,Loquat,84
248204,778395,Melia azedarach,123
248209,778406,Melia azedarach,123
248231,778413,Washingtonia,87
248224,778465,Ficus carica,130
248232,778456,Loquat,84
248175,778317,Melia azedarach,124
248207,778345,Date palm,27
248243,778391,Mulberry,78
248243,778384,Ficus carica,131
248240,778289,Melia azedarach,125
248245,778301,Ficus carica,132
248248,778334,Date palm,28
248296,778336,Ficus carica,133
248245,778358,Jujube,12
248293,778417,Melia azedarach,126
248266,778423,Loquat,85
248285,778450,Ficus carica,134
248240,778508,Ficus carica,134
248266,778513,Armenian plum,6
248264,778508,Palm,58
248275,778500,Ficus carica,134
248272,778486,Ficus carica,134
248239,778532,Surinam Cherry,13
248233,778532,Date palm,29
248235,778539,Loquat,86
248227,778541,Jujube,13
248222,778539,Jujube,13
248225,778539,Loquat,86
248062,778537,Mulberry,79
248074,778574,Ficus carica,135
248110,778581,Nectarine,1
248113,778581,Plum,4
248098,778598,Ficus carica,135
248126,778600,Plum,4
248137,778598,Ficus carica,135
248143,778607,Apple,6
248199,778607,Nectarine,2
248203,778613,Armenian plum,7
248202,778615,Ficus carica,136
248092,778045,Ficus carica,137
248223,778225,Ficus carica,138
248226,778225,Melia azedarach,118
248329,778332,Ficus carica,133
248423,778660,Carob,61
248443,778656,Carob,61
248340,778672,Ficus carica,139
248267,778654,Ficus carica,140
248259,778657,Melia azedarach,127
248071,778594,Mulberry,80
248225,778596,Melia azedarach,128
248227,778591,Melia azedarach,128
248236,778591,Cherry plum,20
248274,778604,Melia azedarach,129
248272,778617,Ficus carica,140
248266,778548,Ficus carica,141
249191,776758,Washingtonia,88
249191,776760,Washingtonia,88
248929,776781,Washingtonia,89
248757,776687,Melia azedarach,130
248718,776668,Ficus carica,142
248721,776668,Melia azedarach,131
248718,776664,Melia azedarach,131
248637,776647,Washingtonia,90
248634,776645,Ficus carica,143
248637,776645,Washingtonia,90
248633,776645,Melia azedarach,132
248611,776640,Ficus carica,143
248628,776540,Melia azedarach,133
248620,776562,Avocado,21
248648,776581,Melia azedarach,134
248690,776629,Washingtonia,91
248699,776640,Washingtonia,91
248709,776651,Melia azedarach,131
248628,776525,Peach,5
248641,776499,Palm,59
248659,776501,Melia azedarach,135
248662,776501,Ficus carica,144
248703,776472,Melia azedarach,136
248700,776520,Washingtonia,92
248703,776520,Loquat,87
248699,776520,Melia azedarach,137
248757,776583,Melia azedarach,138
248796,776600,Loquat,88
248796,776657,Washingtonia,93
248877,776615,Carob,62
248875,776611,Carob,62
248886,776619,Carob,62
248900,776611,Carob,62
248883,776563,Melia azedarach,139
248877,776561,Melia azedarach,139
248861,776569,Ficus carica,145
248864,776569,Palm,60
248838,776541,Melia azedarach,140
248835,776550,Loquat,88
248832,776528,Melia azedarach,140
248818,776530,Melia azedarach,140
248810,776533,Melia azedarach,140
248816,776561,Loquat,88
248823,776572,Loquat,88
248826,776572,Ficus carica,145
248819,776567,Washingtonia,94
248817,776502,Ficus carica,146
248821,776493,Date palm,30
248785,776491,Date palm,30
248750,776439,Ficus carica,147
248708,776420,Melia azedarach,141
248706,776402,Washingtonia,95
248730,776409,Loquat,89
248733,776409,Carob,63
248733,776361,Melia azedarach,142
248809,776367,Guava,48
248814,776372,Loquat,90
248817,776372,Ficus carica,148
248848,776395,Date palm,31
248867,776435,Carob,64
248851,776467,Melia azedarach,140
248849,776471,Melia azedarach,140
248846,776471,Melia azedarach,140
248843,776454,Melia azedarach,140
248840,776452,Melia azedarach,140
248834,776456,Melia azedarach,140
248831,776452,Ficus carica,149
248862,776465,Melia azedarach,140
248860,776474,Melia azedarach,140
248868,776471,Ficus carica,150
248871,776471,Loquat,91
248870,776482,Date palm,32
248879,776491,Date palm,32
248857,776502,Melia azedarach,140
248865,776509,Melia azedarach,140
248860,776511,Melia azedarach,140
248953,776550,Ficus carica,151
248961,776510,Melia azedarach,143
248954,776484,Palm,61
248944,776486,Melia azedarach,143
248926,776426,Date palm,33
248828,776312,Ficus carica,152
248705,776328,Melia azedarach,144
248693,776330,Melia azedarach,144
248674,776331,Washingtonia,96
248707,776261,Washingtonia,97
248699,776246,Palm,62
248702,776246,Washingtonia,97
248695,776169,Washingtonia,98
248733,776184,Melia azedarach,145
248740,776230,Ficus carica,153
248744,776219,Loquat,92
248755,776223,Melia azedarach,146
248778,776232,Melia azedarach,146
248780,776234,Melia azedarach,146
248813,776217,Date palm,34
248800,776223,Ficus carica,154
248836,776286,Armenian plum,8
248852,776225,Melia azedarach,147
248845,776212,Melia azedarach,147
248842,776206,Melia azedarach,147
248841,776204,Melia azedarach,147
248838,776197,Melia azedarach,147
248828,776197,Melia azedarach,147
248804,776160,Ficus carica,155
248788,776136,Ficus carica,155
248783,776134,Ficus carica,155
248786,776134,Melia azedarach,148
248776,776121,Ficus carica,155
248762,776101,Melia azedarach,148
248651,776030,Washingtonia,99
248501,775913,Ficus carica,156
248412,775844,Ficus carica,157
248394,775826,Ficus carica,157
248378,775833,Ficus carica,157
248355,775846,Ficus carica,157
248328,776012,Carob,65
248316,775914,Ficus carica,158
248940,776767,Washingtonia,89
249182,776749,Washingtonia,88
249160,776721,Ficus carica,159
249354,776418,Carob,66
249110,776619,Loquat,93
249076,776599,Carob,67
249040,776656,Ficus carica,160
249032,776647,Ficus carica,160
249032,776639,Ficus carica,160
248461,776183,Ficus carica,161
248482,776373,Carob,68
248476,776292,Ficus carica,162
248422,776216,Carob,69
248537,776444,Ficus carica,163
248540,776444,Carob,70
248517,776329,Washingtonia,100
248514,776312,Ficus carica,164
248520,776312,Loquat,94
248530,776202,Ficus carica,165
248519,776174,Ficus carica,165
248528,776165,Washingtonia,101
248502,776129,Ficus carica,166
248491,776135,Ficus carica,166
248430,776107,Loquat,95
248427,776101,Carob,71
248435,776087,Loquat,95
248415,775998,Loquat,96
248418,775998,Guava,49
248420,775942,Ficus carica,167
248401,775946,Ficus carica,167
248403,775933,Ficus carica,167
248407,775957,Ficus carica,167
248428,775907,Ficus carica,167
248435,775931,Guava,50
248459,775948,Loquat,97
248487,775937,Ficus carica,156
248471,775946,Mulberry,81
248491,775946,Persimmon,4
248505,775959,Ficus carica,156
248507,775961,Ficus carica,156
248510,776015,Palm,63
248513,776019,Palm,63
248516,776019,Loquat,98
248563,776054,Ficus carica,168
248623,776050,Loquat,99
248628,776050,Ficus carica,169
248637,776043,Washingtonia,99
248648,776043,Washingtonia,99
248656,776087,Ficus carica,170
248622,776085,Washingtonia,102
248626,776091,Washingtonia,102
248628,776095,Washingtonia,102
248631,776100,Washingtonia,102
248636,776108,Melia azedarach,149
248661,776098,Persimmon,5
248648,776113,Avocado,22
248654,776156,Ziziphus spina-christi,14
248631,776180,Melia azedarach,150
248631,776182,Melia azedarach,150
248623,776161,Ficus carica,165
248668,776154,Melia azedarach,151
248658,776390,Date palm,35
248615,776335,Loquat,100
248601,776316,Melia azedarach,152
248585,776339,Ficus carica,171
248604,776344,Ficus carica,171
248598,776209,Ficus carica,165
248584,776205,Ficus carica,165
248606,776181,Ficus carica,165
248583,776178,Date palm,36
248579,776176,Ficus carica,165
248604,776174,Ficus carica,165
248598,776170,Ficus carica,165
248564,776202,Ficus carica,165
248553,776181,Washingtonia,101
248551,776181,Ficus carica,165
248572,776157,Washingtonia,101
248575,776157,Loquat,101
248556,776148,Washingtonia,101
248530,776122,Ficus carica,166
248556,776111,Ficus carica,166
248564,776133,Loquat,101
248492,776109,Ficus carica,166
248491,776105,Washingtonia,103
248480,776105,Jujube,14
248483,776105,Washingtonia,103
248471,776098,Melia azedarach,153
248460,776089,Melia azedarach,153
248466,776066,Melia azedarach,153
248460,776076,Melia azedarach,153
248455,776072,Melia azedarach,153
248452,776070,Melia azedarach,153
248441,776039,Ficus carica,172
248628,776442,Washingtonia,104
248661,776448,Palm,64
248552,776351,Washingtonia,105
252196,779893,Carob,72
252131,779884,Carob,73
252249,779897,Carob,74
252258,779899,Carob,74
252269,779901,Carob,74
252271,779901,Carob,74
252278,779903,Carob,74
252282,779903,Carob,74
252313,779905,Carob,74
252334,779907,Carob,74
252325,779907,Carob,74
252319,779912,Carob,74
252308,779910,Carob,74
252289,779918,Carob,74
252289,779925,Carob,74
252280,779925,Carob,74
252272,779907,Carob,74
252261,779908,Carob,74
252257,779912,Melia azedarach,154
252253,779923,Carob,74
252253,779925,Carob,74
252250,779931,Carob,74
252288,779933,Carob,74
252297,779931,Carob,74
252288,779953,Carob,74
252274,779988,Washingtonia,106
252269,779997,Washingtonia,106
252272,779997,Washingtonia,106
252267,779995,Ficus carica,173
252272,779986,Washingtonia,106
252306,779962,Melia azedarach,155
252346,780086,Melia azedarach,156
252365,780144,Carob,75
252343,780171,Carob,75
252349,780156,Melia azedarach,157
252362,780016,Carob,76
252380,780101,Carob,77
252330,779957,Ficus microcarpa,14
252297,779970,Ficus carica,173
251960,778508,Mulberry,82
251922,778551,Melia azedarach,158
251947,778623,Washingtonia,107
251849,778585,Palm,65
251850,778582,Palm,65
251877,778665,Palm,66
251883,778687,Ficus carica,174
252049,778703,Ficus carica,175
252055,778699,Carob,78
252072,778701,Ficus benjamina,41
252088,778712,Loquat,102
252105,778719,Palm,67
252108,778719,Washingtonia,108
252116,778723,Washingtonia,108
252113,778710,Ficus carica,176
252127,778706,Melia azedarach,159
252130,778706,Washingtonia,108
252126,778706,Ficus carica,176
252100,778690,Melia azedarach,159
252138,778658,Ficus carica,177
252172,778655,Palm,68
252105,778612,Guava,51
252110,778601,Peach,6
252113,778601,Guava,51
252112,778596,Loquat,103
252149,778599,Loquat,103
252166,778601,Ficus carica,177
252171,778601,Mulberry,83
252183,778598,Ficus carica,177
252161,778592,Date palm,37
252131,778531,Avocado,23
252072,778473,Mulberry,84
252072,778468,Ficus carica,178
252075,778468,Melia azedarach,160
252075,778470,Melia azedarach,160
252052,778436,Melia azedarach,160
252056,778429,Ficus carica,179
252100,778479,Jujube,15
252131,778487,Carob,79
252135,778483,Ficus,9
252162,778477,Washingtonia,109
252185,778502,Avocado,24
252188,778502,Guava,52
252188,778503,Avocado,24
252185,778496,Loquat,104
252187,778490,Persimmon,6
252210,778527,Mulberry,85
252146,778483,Palm,69
252191,778479,Carob,80
252193,778479,Carob,80
252196,778479,Ficus carica,180
252199,778478,Ficus carica,180
252204,778470,Peach,7
252205,778466,Pear,4
252209,778461,Apple,7
252207,778452,Ficus carica,180
252206,778450,Loquat,105
252202,778439,Ficus carica,180
252198,778433,Mulberry,86
252145,778394,Washingtonia,110
252136,778394,Loquat,106
252120,778420,Jujube,16
252207,778387,Avocado,25
252210,778387,Loquat,107
252204,778391,Ficus carica,181
252201,778389,Washingtonia,111
252193,778385,Jujube,17
252211,778332,Avocado,26
252223,778320,Guava,53
252226,778320,Loquat,108
252222,778320,Mulberry,87
252198,778291,Washingtonia,112
252247,778273,Mulberry,88
252206,778219,Persimmon,7
252200,778202,Guava,54
252203,778202,Armenian plum,9
252199,778202,Ficus carica,182
252211,778200,Melia azedarach,161
252244,778208,Ficus carica,182
252236,778200,Ficus carica,182
252239,778200,Mulberry,89
252245,778167,Carob,81
252235,778138,Ficus carica,182
252236,778130,Ficus carica,182
252230,778132,Ficus carica,182
252228,778134,Ficus carica,182
252228,778123,Ficus carica,182
252218,778126,Ficus carica,182
252213,778149,Loquat,109
252210,778156,Ficus carica,182
252202,778108,Loquat,110
252194,778102,Cherry plum,21
252177,778106,Palm,70
252166,778089,Ficus microcarpa,15
252126,778085,Ficus microcarpa,16
252129,778087,Melia azedarach,162
252151,778084,Washingtonia,113
252169,778087,Carob,82
252179,778089,Washingtonia,113
252151,778097,Carob,82
252154,778097,Melia azedarach,162
252146,778098,Melia azedarach,162
252149,778098,Ficus carica,183
252116,778093,Mulberry,90
252093,778087,Mulberry,90
252096,778087,Loquat,111
252092,778087,Ficus carica,184
252095,778087,Carob,83
252085,778082,Ficus carica,184
252078,778080,Carob,83
252003,778118,Mulberry,91
252004,778128,Mulberry,91
252011,778139,Carob,84
252012,778144,Carob,84
252014,778142,Washingtonia,114
252017,778142,Carob,84
252127,778174,Carob,85
252127,778178,Loquat,112
252182,778182,Ficus carica,182
252048,778218,Washingtonia,115
252052,778233,Palm,71
252065,778226,Melia azedarach,163
252052,778240,Palm,71
252054,778261,Date palm,38
252091,778257,Ficus carica,185
252141,778250,Melia azedarach,164
252150,778259,Melia azedarach,164
252128,778292,Ficus carica,186
252128,778304,Avocado,27
252131,778355,Ficus carica,187
252111,778368,Ficus carica,187
251988,778449,Palm,72
251992,778447,Palm,72
251997,778444,Washingtonia,116
251999,778401,Jujube,18
252016,778392,Loquat,113
252035,778377,Washingtonia,117
252043,778344,Washingtonia,117
252046,778337,Washingtonia,117
252060,778276,Ficus carica,185
252052,778270,Mulberry,92
251971,778236,Washingtonia,118
251962,778242,Loquat,114
251945,778240,Loquat,114
251936,778227,Washingtonia,118
251943,778205,Avocado,28
251917,778216,Guava,55
251917,778221,Avocado,28
251917,778242,Armenian plum,10
251873,778227,Washingtonia,119
251836,778234,Washingtonia,119
251826,778273,Mulberry,93
251833,778275,Mulberry,93
251831,778210,Ficus carica,188
251833,778201,Loquat,115
251830,778190,Ficus carica,188
251791,778217,Carob,86
251794,778241,Loquat,116
251781,778243,Avocado,29
251766,778245,Ficus carica,189
251874,778164,Washingtonia,120
251877,778164,Loquat,117
251873,778164,Guava,56
251876,778164,Ficus carica,190
251872,778164,Mulberry,94
251884,778146,Ficus carica,190
251944,778140,Ficus carica,191
251987,778174,Ficus carica,192
252048,778048,Mulberry,95
252064,778024,Ficus carica,193
251970,778065,Date palm,39
251931,778072,Loquat,118
251927,778053,Palm,73
251927,778059,Palm,73
251927,778063,Palm,73
251944,778064,Palm,73
251938,778063,Loquat,118
251941,778063,Avocado,30
251937,778063,Guava,57
251919,778061,Palm,73
251905,778061,Washingtonia,121
251888,778059,Washingtonia,121
251868,778066,Ficus carica,194
251868,778055,Washingtonia,121
251964,778443,Ficus carica,195
251927,778482,Melia azedarach,165
251919,778478,Melia azedarach,165
251924,778412,Melia azedarach,166
251943,778388,Ficus carica,196
251924,778403,Loquat,119
251919,778382,Date palm,40
251910,778388,Palm,74
251891,778404,Palm,74
251896,778419,Palm,74
251884,778432,Cherry plum,22
251874,778414,Date palm,41
251879,778401,Ficus carica,197
251804,778382,Loquat,120
251736,778358,Avocado,31
251713,778326,Carob,87
251798,778314,Ficus carica,198
251820,778312,Ficus carica,198
251836,778312,Ficus carica,198
251847,778306,Ficus carica,198
251850,778292,Mulberry,93
251853,778292,Ficus carica,198
251856,778321,Ficus carica,198
251861,778321,Ficus carica,198
251864,778336,Ficus carica,198
251876,778319,Mulberry,93
251884,778305,Ficus carica,198
251887,778305,Loquat,121
251890,778321,Ficus carica,198
251893,778323,Ficus carica,198
251909,778327,Ficus carica,198
251913,778319,Ficus carica,198
251916,778319,Mulberry,93
251913,778318,Ficus carica,198
251915,778316,Mulberry,93
251917,778314,Mulberry,93
251920,778314,Ficus carica,198
251918,778310,Ficus carica,198
251918,778327,Palm,75
251931,778332,Palm,75
251934,778332,NA,3
251946,778340,Palm,75
251949,778340,Ficus carica,198
251959,778329,Ficus carica,198
251968,778283,Ficus carica,199
251971,778283,Loquat,122
251980,778288,Ficus carica,199
251995,778259,Ficus carica,199
252041,778298,Date palm,38
251905,778469,Melia azedarach,165
251939,779085,Carob,88
251933,779044,Carob,88
251952,779048,Carob,88
251883,778966,Mulberry,96
251888,778970,Ficus carica,200
251893,778972,Ficus carica,200
251886,778976,Carob,89
251751,778594,Ficus carica,201
251763,778593,Guava,58
251691,778302,Ficus carica,202
251688,778284,Ficus carica,202
251810,778055,Ficus carica,203
251820,778034,Ficus carica,203
251813,778033,Carob,90
251813,778029,Carob,90
251813,778016,Carob,90
251957,777972,Carob,91
252025,777972,Carob,92
252036,777976,Carob,92
252078,777984,Carob,93
252087,777985,Carob,93
252078,777993,Carob,93
252081,777993,Ficus carica,193
252089,777995,Ficus carica,193
252092,777995,Melia azedarach,167
252115,778011,Ficus carica,193
252120,777997,Carob,93
252129,778015,Ficus carica,193
252132,778015,Melia azedarach,168
252219,778064,Carob,94
252229,778073,Carob,94
252235,778077,Carob,94
252236,778078,Carob,94
252241,778082,Carob,94
252249,778088,Carob,94
252250,778088,Carob,94
252255,778093,Carob,94
252258,778095,Carob,94
252261,778097,Carob,94
252264,778099,Carob,94
252277,778110,Carob,94
252280,778112,Carob,94
252297,778136,Carob,94
252300,778164,Carob,94
252287,778239,Carob,95
252279,778243,Ficus carica,204
252259,778287,Carob,96
252243,778321,Cherry plum,23
252246,778321,Ficus carica,205
252253,778343,Carob,97
252253,778356,Carob,97
252251,778376,Carob,97
252246,778395,Washingtonia,122
252249,778395,Melia azedarach,169
252254,778406,Carob,97
252254,778413,Carob,97
252255,778476,Carob,98
252255,778485,Carob,98
252255,778494,Carob,98
252244,778537,Carob,99
252247,778583,Mulberry,97
252230,778579,Ficus carica,177
252232,778585,Carob,100
252252,778581,Ficus carica,177
252228,778626,Loquat,123
252222,778627,Ficus carica,177
252213,778644,Ficus carica,177
252253,778685,Mulberry,98
252264,778720,Carob,101
252267,778707,Carob,101
252265,778672,Carob,101
252264,778646,Carob,101
252266,778640,Carob,101
252266,778635,Carob,101
252268,778790,Carob,102
252269,778868,Carob,103
252184,778917,Washingtonia,123
252272,778981,Mulberry,99
252278,778995,Ficus carica,206
252303,778977,Carob,104
252306,778979,Carob,104
252083,778856,Loquat,124
252081,778827,Persimmon,8
252084,778827,Ficus carica,207
252084,778821,Ficus carica,207
252088,778825,Ficus carica,207
252091,778825,Mulberry,100
252088,778827,Ficus carica,207
252089,778828,Mulberry,100
252094,778836,Mulberry,100
252081,778845,Washingtonia,124
252077,778851,Loquat,124
252081,778851,Persimmon,8
252133,778832,Melia azedarach,170
252123,778823,Carob,105
252131,778819,Loquat,125
252134,778819,Ficus carica,208
252164,778819,Ficus microcarpa,17
252164,778812,Ficus carica,208
252159,778799,Ficus carica,208
252155,778793,Date palm,42
252148,778768,Ficus carica,208
252156,778773,Ficus carica,208
252159,778773,Loquat,126
252166,778788,Mulberry,101
252214,778814,Avocado,32
252214,778816,Persimmon,9
252204,778832,Persimmon,9
252207,778832,Ficus carica,209
252184,778832,Melia azedarach,171
252222,778779,Ficus carica,208
252197,778781,Date palm,43
252200,778781,Ficus carica,208
252183,778773,Jujube,19
252176,778782,Ficus carica,208
252144,778836,Loquat,125
252126,778880,Guava,59
252136,778891,Surinam Cherry,14
252159,778890,Palm,76
252150,778886,Cherry plum,24
252098,778858,Mulberry,100
252127,778736,Mulberry,102
252163,778716,Loquat,127
252170,778721,Persimmon,10
252155,778716,Washingtonia,108
252158,778716,Melia azedarach,159
252154,778716,Palm,77
252169,778683,Melia azedarach,159
252172,778683,Ficus carica,177
252205,778685,Carob,106
252181,778672,Ficus carica,177
252188,778635,Ficus carica,177
252194,778601,Melia azedarach,172
252177,778596,Melia azedarach,172
252180,778598,Ficus carica,177
252204,778564,Ficus carica,177
252218,778550,Jujube,20
252219,778546,Carob,99
252219,778537,Mulberry,85
252229,778441,Ficus carica,180
252227,778437,Ficus carica,180
252220,778424,Melia azedarach,169
251855,778473,Strawberry guava,4
251862,778456,Strawberry guava,4
251868,778454,Jujube,21
251827,778471,Mulberry,103
251743,778469,Plum,5
251770,778496,Ficus carica,210
251785,778707,Mulberry,104
251789,778709,Mulberry,104
